"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__Env2","m__est__Env3","m__est__Env4","m__est__Env5","m__est__Env6","m__est__Env7","m__est__Env8","m__est__mean.QTL.add","m__est__mean.QTL.dom","m__est__mean.QTL.add:mean.QTL.dom","m__se__(Intercept)","m__se__Env2","m__se__Env3","m__se__Env4","m__se__Env5","m__se__Env6","m__se__Env7","m__se__Env8","m__se__mean.QTL.add","m__se__mean.QTL.dom","m__se__mean.QTL.add:mean.QTL.dom","v__est__(Intercept)","v__est__Env2","v__est__Env3","v__est__Env4","v__est__Env5","v__est__Env6","v__est__Env7","v__est__Env8","v__est__var.QTL.add","v__est__var.QTL.dom","v__est__var.QTL.add:var.QTL.dom","v__se__(Intercept)","v__se__Env2","v__se__Env3","v__se__Env4","v__se__Env5","v__se__Env6","v__se__Env7","v__se__Env8","v__se__var.QTL.add","v__se__var.QTL.dom","v__se__var.QTL.add:var.QTL.dom"
"11","A","1","IDP1464",21.17,0.32481558286681,0.955295732334104,9.14634012531761,0.027407178831776,9.6274951540818,0.141241072368893,70.3222635608842,6.0408109329187,-22.5821711135893,-2.85371849867409,-11.6828738719565,-1.36726581547412,-12.2688208794798,-12.8475488344261,0.142442659394363,-9121.33215278784,-57123.4184908956,0.414280193080326,0.49158925189027,0.545005226898577,0.531496464156642,0.506214876600324,0.517737438323019,0.584575570539626,0.546420389340675,0.137377650821858,22104.9968531146,19694.7433342248,4.93463933218926,-0.387801427259112,-0.0332861555419982,-0.0164099199081829,-0.194172918470239,-0.23295923537083,0.362303255922918,0.0404556936058723,-0.116069796021886,-12294.8907210938,-11854.4880297144,0.0773072081501898,0.101078819061246,0.103773949846086,0.101007604150295,0.0999771223752892,0.103406276453219,0.100541666321127,0.102012057903088,0.0263952888044971,4869.62271559178,4823.43845543942
"12","A","1","fus6",22.62,36.2343441825118,6.6809350012405e-08,19.7081679664714,0.000195096864421806,54.64064064539,5.47826600803563e-10,70.3176884031104,6.17608565346443,-22.0853498953439,-3.06992838611462,-11.4454824201327,-1.54980623375479,-11.469960641179,-12.5202671648692,-0.350730731861028,-749.099461532814,12019.4628829715,0.40715724195568,0.478362630678361,0.532540655765605,0.514652919904255,0.497750208304733,0.504585307584983,0.573823833629709,0.536341367923961,0.136782045221162,51.8863900002189,769.30804735399,4.92767005114134,-0.401055657720337,-0.020701662844304,-0.0432813579678963,-0.163041549900573,-0.216339453903092,0.376993046460182,0.0819119208425995,-0.128369751862684,43.2362457439522,-1497.85085798098,0.0764765698754451,0.0998578700748154,0.10252039006391,0.0997999663707692,0.0987805347792609,0.102163153156219,0.0993348728492551,0.100787825020442,0.0260429457603704,13.7178281531336,224.053770100708
"13","A","1","AY109692",23.62,5.53556280148517,0.136526973254145,24.4908814834595,1.97274415991047e-05,28.0475035676892,9.20467879944427e-05,70.3917245255007,6.29226585594165,-22.4058518447466,-3.02130532144614,-11.2482102506757,-1.40484937198277,-11.5796610326913,-12.4873495917473,0.287601405108882,-1093.13508120953,-3479.59855108084,0.414910283719216,0.486544287960716,0.544800947893919,0.522227135339175,0.502600690279893,0.512674388405137,0.579877955748421,0.54459620688391,0.1632787377057,288.176290084994,1118.33292152978,4.948614168179,-0.374769810640312,0.0230278734041598,-0.0401462324964441,-0.169732548040662,-0.206271084101978,0.378118331840037,0.0901423471944724,-0.247715664541084,-319.475131201793,1079.16346431281,0.0778910714869326,0.100672705595048,0.103358581036573,0.100617847052864,0.099594202114629,0.102990765233956,0.100148608896836,0.101605872426088,0.0340833084424103,67.2466613971177,237.216112298187
"14","A","1","mmp102",24.42,13.1740391908108,0.00427496034263548,7.59802293884141,0.0550925999928092,20.6826537527299,0.0020916061269807,70.4933658582824,6.30404708891304,-22.1849288098936,-3.04946280767111,-11.2654958331126,-1.22028016016831,-11.4593677251178,-12.4629801204415,-0.698959170793052,-486.099590543328,2104.2400751895,0.412263955034748,0.486475977323667,0.542465230184179,0.526721427168313,0.507855209895148,0.510680526942609,0.581810809332949,0.547685716693652,0.137124549094522,65.9620653443946,143.653619667858,4.91338450356165,-0.416560570618855,-0.0240864311656029,-0.0379843046057141,-0.164636234721363,-0.264341543813754,0.35466212027804,0.0784277189095959,-0.108730213805679,-29.5573514576038,-99.1910391611815,0.0793358475376674,0.103598304073269,0.106362753090799,0.103538059192339,0.102488033262035,0.105985398754892,0.103066280571066,0.104559374003826,0.0273159482756668,15.3576456777916,36.6095736806717
"15","A","1","AY110314",29.42,8.32195080523654,0.0398060996447094,15.5304383510934,0.00141513901475942,23.5681878718623,0.000626891190162793,70.4902158196567,6.12389866109422,-22.4071115140673,-2.97951993721016,-11.2719896483872,-1.18333482795436,-11.7988346698353,-12.460023366579,-0.802516787611978,208.538308933629,118.06373321196,0.405541773085211,0.486389605702401,0.545148311817176,0.521743012231993,0.503889212487032,0.512227079461051,0.581057848233233,0.545706701498726,0.135672387642883,104.505529062759,59.2138837644351,4.89277530775481,-0.375406126815613,0.0300332259188618,-0.039503238919498,-0.150518222970108,-0.209655168931384,0.391028591355901,0.096692802992464,-0.160509332871031,-48.3363890822793,32.1651761722346,0.0796161135394153,0.104902300777512,0.107716918614111,0.104834078150699,0.10377362377165,0.107315481755762,0.104351597682037,0.105877567372671,0.0280163557423597,24.0312622676013,13.370237107859
"16","A","1","umc94a",38.62,5.78341637422724,0.122636331101023,1.08214112697457,0.781386941602744,8.48630511996621,0.204594804233754,70.9931055513673,6.21306293878875,-22.6203895475834,-2.87602457220521,-11.3541441654423,-1.28503683770551,-11.9414691140348,-12.6734693710971,-0.583137164255327,-10172.776208121,9629.87402110331,0.394707410537723,0.485599010789274,0.54008874839887,0.51782099217351,0.500741824675113,0.50547475052642,0.584323243343129,0.545648411495235,0.139689791886083,2165.68494249268,2055.46014156154,4.75057252390812,-0.323362514789841,0.0353346389342257,-0.0254032592339289,-0.129399953018475,-0.225840931018152,0.449430105249222,0.141672001536426,-0.0373387190109617,-476.423859129965,452.061146917957,0.0804470780446359,0.106438056042619,0.109279541677939,0.106379040522877,0.105294122155366,0.108886410840116,0.105888650272217,0.107429820225355,0.029111681814653,443.005174378665,420.458446280798
"17","A","1","gpm331",38.71,1.56695700295506,0.666905085177962,6.7252204289789,0.0811912238295582,8.37227322066909,0.212078239612586,70.7688917661164,6.28732325823664,-22.4608331614804,-2.9574790019711,-11.3250703427779,-1.37675305930289,-11.7099599144865,-12.5883349782685,-0.364295353668528,-27.1718255739275,0.443292920809611,0.398536272785291,0.487328096550689,0.539128161254899,0.519409468136232,0.499723177241707,0.508171853849411,0.583685771463398,0.542117048505695,0.135898856503948,24.9240524960243,23.4403408225641,4.79237294219285,-0.331757820296012,0.00941383043628827,-0.0342225691128802,-0.164159483617846,-0.221772682594262,0.425401492327613,0.0958581366234341,-0.0404437335303292,-24.8579458749071,23.1898533077141,0.07745581490547,0.10217664442292,0.104899822830599,0.102112740467183,0.10107473740924,0.104521287434266,0.101649547111846,0.103127809444733,0.0269169008131883,6.11640420960243,5.7527214171499
"18","A","1","lim179",47.02,6.29894334362282,0.0979380033080036,0.705211217941811,0.871977538837216,7.06269358909369,0.315088252173531,71.2613054457589,5.76926148754626,-22.7843722997613,-3.06450390349344,-11.7722307196089,-1.70109570615887,-12.0162820208837,-13.3342908208905,-0.714108342154861,15.851715322563,-532.097462002392,0.406725893993538,0.48723473016291,0.544111660501155,0.522367182484699,0.500810259300509,0.514781792810895,0.58423278856886,0.543609139410589,0.135476787433886,66.9021649753258,74.1659213298433,4.82737856886985,-0.387481991270178,0.00708344497582415,-0.0707765828737914,-0.204062899444473,-0.237594011078656,0.393335007265387,0.069947277579496,-0.027611660475983,5.80567122775811,-147.939634858375,0.0775647309872581,0.101333752139872,0.10402947864216,0.101273359201666,0.100249398429555,0.103697190185317,0.100800590071504,0.102263125479147,0.0263429466349849,12.4994429181055,22.7491769540962
"19","A","1","IDP755",52.47,13.6300991225963,0.00345443778877707,6.24226647954404,0.100400272716978,19.350118522111,0.00361143798872944,71.4813809838471,5.56435650530826,-22.7968945643193,-3.155573321011,-11.7764546343593,-1.50480516976694,-12.2363026707731,-13.2460150538669,-1.03377484965837,261.860603538461,-332.980419510538,0.396143218254855,0.478754722547598,0.535854184839665,0.51100833187128,0.492782840664947,0.502938314727831,0.575925497292559,0.538758760651932,0.134383414048401,304.703358185555,183.9814660144,4.83940436313517,-0.376466367124642,0.00167082125049392,-0.0727723025974916,-0.199289903320778,-0.231793113020589,0.398132899506222,0.0800151811893813,-0.0335588896848722,-351.09151691897,-151.89928262354,0.078307383282082,0.103590034121548,0.106369286038369,0.103529684275699,0.102476758217938,0.105983554629843,0.103062434798558,0.104559306408691,0.0265831401649752,87.6812253401071,60.3557317605728
"20","A","1","AY107629",54.63,14.898367792733,0.00190559291289261,1.34935505618736,0.717447911754826,16.4858729754127,0.0113705666194721,71.1046347739137,6.12328536595505,-22.748285974502,-2.99686043577662,-11.4634365602605,-1.34896052053768,-12.11129018982,-12.8429423987667,-0.982518808492702,1431.9233498187,-991.037953025875,0.411050891260769,0.497396291519887,0.55330154098712,0.530567705945016,0.510958226756548,0.522347406576155,0.592846546826617,0.552869099271135,0.134114463290653,608.034735544207,915.299421389159,4.82004346483362,-0.373954577432719,-0.00638855883144735,-0.0720555211786506,-0.194677536945811,-0.230856246663743,0.377555690655887,0.0627991912061324,-0.038143111085004,69.2655380333099,-284.623340985961,0.0798354567603447,0.104745105579376,0.10753290761677,0.104682925643085,0.103614003261173,0.107171595471783,0.104197251689547,0.105715236223229,0.0271304221809062,116.294790906261,216.95720158447
"21","A","1","mmp49",56.12,16.5577988628451,0.000871253668232932,4.50205959714635,0.21210664955269,19.6208111182615,0.00323406973526248,70.900028498272,6.07388987366046,-22.4753294229639,-2.93265907504172,-11.3541083678017,-1.27121766331801,-11.9818140909398,-12.6938332398528,-0.828544010628223,1507.03200004447,-2037.71205134885,0.412447602620385,0.499074104532717,0.550526278266323,0.531313387342501,0.508634774220247,0.52102296773891,0.591125532243013,0.5502582178929,0.137173903378202,302.783676641079,647.082119081889,4.85987645587458,-0.36252940376707,-0.0274168489698171,-0.06932550839795,-0.220223677825261,-0.249532656764812,0.364500882230909,0.0351273893170116,-0.081912455047535,-136.947356418912,359.726225974469,0.0792853846097943,0.104002402206404,0.106785024332176,0.103950175534425,0.102882741170792,0.106401552637016,0.103467372253321,0.104969852532208,0.0279124757632062,65.8615096701196,120.710017901904
"22","A","1","cdo1081a",57.82,20.2872357553727,0.000147994328191639,3.37600397334621,0.337203621465581,21.4493794857454,0.00152281429390645,71.1642683633341,6.00166782931132,-22.7393130066776,-2.99370320196448,-11.6098365491018,-1.35611594432026,-12.1230666585908,-13.0016074115649,-1.07720549622886,208.907296162295,250.297812511702,0.403466389046897,0.491239901256709,0.551173225183268,0.522143297414365,0.504563732321864,0.513250997936736,0.585842780955852,0.547334408456617,0.136993753629584,48.6648772476317,115.906990460254,4.82077044448347,-0.347625846919908,0.0541367900047189,-0.05823038679522,-0.167943717800507,-0.226014862171204,0.404806492333536,0.0944734833921753,-0.0357167787277519,-33.3249710376884,-71.8807357978051,0.084094404568575,0.110903853933559,0.113867536357976,0.11084504398086,0.109712575503304,0.113461739667544,0.110337327953612,0.111934178959816,0.0290492685564062,13.1142575450716,30.3536036895395
"23","A","1","asg31",65.22,16.9688638017762,0.000717239810304546,5.50563254570595,0.138302116651171,20.7220959641993,0.00205784456907557,71.4969166208553,6.17852416836479,-22.7009803773525,-2.92838219187933,-11.4396298747314,-1.34164293793169,-12.2009306448449,-12.8694531268602,-0.974358246161611,-318585.927495904,105397.190440758,0.414506190399835,0.495545857382326,0.553100700922138,0.532202346980991,0.509643665907836,0.522594243168845,0.589190974092513,0.55022577988643,0.144167821224663,41109.4950342696,35539.3927260645,4.85554120826028,-0.393092612944119,-0.00309378931745676,-0.0530857945365118,-0.202793760678233,-0.230156816513117,0.363390345818575,0.0365895461534695,-0.0363009796497968,-32221.061817454,13029.7554219963,0.0773079780112057,0.100798002584902,0.103487361186822,0.100751875798524,0.0997275873444419,0.103135393234844,0.100295941076736,0.101740192915534,0.0277293294619775,8851.91566308187,7295.99081603165
"24","A","1","npi415",66.02,23.5077434739882,3.16462422438293e-05,0.0871982088052926,0.993328129887032,24.7449633042302,0.000380640833280447,70.3967343241989,6.23744932575022,-22.6338524559428,-3.10917289868946,-11.5523107082786,-1.43762246432369,-11.7908027658011,-12.8179761210371,-0.604894561020965,3038.65261396722,-424.752630157668,0.403689306775279,0.49060329801247,0.540291466392793,0.526662192871576,0.504017670780659,0.512578040560409,0.586352421613161,0.548798311936167,0.140686014271714,350.288832090275,313.271423632983,4.78335809843499,-0.365803001537254,-0.0346095300955394,-0.0261822966389496,-0.187319679587997,-0.237439912879506,0.394004453931777,0.0926604883916507,0.0115579502702474,-2.32903762342833,-323.282904482302,0.075810595665713,0.0995698684018848,0.102219522871447,0.0995130937387023,0.0985056072143978,0.101856254829984,0.0990628016850962,0.100497081953184,0.0267239609848404,67.0358885173783,73.4160303714737
"25","A","1","ufg31",71.62,2.40091183694642,0.493464907121488,0.412657498125357,0.937615517579224,2.79443229661277,0.83417009565583,70.3008446101483,6.15214983377853,-22.8396504302537,-2.90796089510606,-11.5040200302953,-1.34286857526578,-12.0673637466663,-12.9294662058331,0.109628032907546,-5880.11791802323,4248.37984311483,0.405738948369441,0.496497236745536,0.555377751433303,0.534363612480001,0.51187582676679,0.523563077918917,0.594833813838875,0.554408725301323,0.148662097393226,1894.30542730966,1252.88644628464,4.78817608869058,-0.38846362150672,0.00764676951182024,-0.043582397446335,-0.190297414668571,-0.222680171710095,0.389627884542559,0.0709762715074275,0.0260786079335295,-47.683319308129,-399.720203555129,0.0765295066653177,0.101575121374108,0.104286995897074,0.101525023805496,0.10048918402619,0.103944258227542,0.101062004345267,0.102513616942401,0.0284621836231949,370.078274606599,254.470880865425
"26","A","1","gpm330",71.91,5.30668382494592,0.150669275324371,1.89684445184473,0.594090520828251,6.3565886128678,0.38445218964132,70.1890935585636,6.20705867067244,-22.4880428555591,-2.93851786153901,-11.3573079195357,-1.36391846300115,-11.7599648465968,-12.7228390912164,0.0597257044294427,-19725.253170944,78479.9587038419,0.403938537247323,0.496764464661777,0.552789957189049,0.532658706207173,0.5105845801452,0.522812928394981,0.591666183284403,0.551227445581488,0.138524496632641,3954.80065404336,22550.6283863845,4.80266541212359,-0.381088031521649,-0.00635131895315845,-0.0492903107841259,-0.200059810364729,-0.226729595393167,0.370398185352315,0.0512145058979059,-0.0271824298606471,-1897.07136226664,13384.1009795676,0.0750939517901449,0.100053363744688,0.102719669437516,0.0999912884051026,0.0989838200853713,0.102355076461225,0.0995608856450856,0.100965640158335,0.026821499671902,897.783088175509,3250.48010748274
"27","A","1","ufg33",72.02,4.17491659184553,0.243185239125249,1.6872937252536,0.63976237657892,4.842125062233,0.564215575331108,70.1868635880204,6.29285591095949,-22.6460507104033,-2.85660084134939,-11.3489324383197,-1.29254158821668,-11.9699855010326,-12.7476082888274,0.271222687362354,-11958.8809915809,6348.71816332951,0.405525450877844,0.498567186506402,0.55208601147264,0.535767228377268,0.512583561964107,0.524993804490697,0.592049477572291,0.552673836047803,0.139616150849066,3198.25186112419,1955.93451338919,4.80450407069076,-0.375065700937801,-0.0199842041910657,-0.0384742197781036,-0.192500014503758,-0.219630568834635,0.368871857269941,0.0513371501812251,-0.00154450493883574,-1535.44023297416,896.96269490597,0.0768223394165373,0.102269209066464,0.104998854901847,0.102211901290003,0.101179666732278,0.104626133601442,0.101759936909312,0.103205663769644,0.0272420703491411,738.045605695022,451.165310916202
"28","A","1","ufg32",72.82,5.72297258849058,0.125894219665871,8.00893445359109,0.0458274178957469,11.8187596673724,0.0661363594827509,69.8584479803314,6.16666039341189,-22.6234119976375,-2.87667915629958,-11.2988482601137,-1.3690753908988,-11.8451976330898,-12.4830847273764,0.46922265440726,3233.84358210127,-2175.78170913476,0.408937076724332,0.49957924706937,0.54894808419261,0.536957018735321,0.512125254303692,0.526903935420153,0.586961347926445,0.551461433471784,0.141713775097063,671.63413531604,416.130026087406,4.84366151551792,-0.380571165751394,-0.0604575857361113,-0.0392335938423486,-0.214064398710012,-0.213133638772562,0.326781987045232,0.0297666015886407,-0.0173066944898527,-786.616239763581,479.68952061511,0.0827060729400034,0.10984419614517,0.112771212542285,0.109783227932806,0.108670376281446,0.112385450153259,0.109295519172379,0.110849345675176,0.0295775053866465,177.643940265496,110.008308451574
"29","A","1","ufg34",74.42,1.3772022815443,0.71088723580709,4.4996732788542,0.212319431991888,5.84594321505558,0.44066720790423,70.1816041579337,6.06463446086823,-22.9507769179697,-2.86143531466342,-11.5253684787002,-1.3877404396933,-12.1679201649204,-12.8237618857329,0.422461815755598,107.52144008051,-399.15339222452,0.407143486111165,0.497948000237775,0.552193286937743,0.534792667061622,0.512075916478026,0.523892828014733,0.59354448983418,0.554625072796309,0.166838123471473,360.000761105058,257.727890428856,4.8191431437966,-0.380445492586009,-0.0217456101923951,-0.0416424130309774,-0.195666318132786,-0.224429918082118,0.380127452023264,0.0673376912848598,0.0253452458249318,-254.2814704763,61.3412293164851,0.0766717572314452,0.101800754002546,0.104516780567714,0.10175974931465,0.100718024840975,0.10416922226718,0.101302605019193,0.102741049765516,0.0317835096028683,81.7471880250731,55.6688646864915
