"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__Low.Water1","m__est__Low.Nitrogen1","m__est__Pathogen1","m__est__mean.QTL.add","m__est__Low.Water1:mean.QTL.add","m__est__Low.Nitrogen1:mean.QTL.add","m__est__Pathogen1:mean.QTL.add","m__se__(Intercept)","m__se__Low.Water1","m__se__Low.Nitrogen1","m__se__Pathogen1","m__se__mean.QTL.add","m__se__Low.Water1:mean.QTL.add","m__se__Low.Nitrogen1:mean.QTL.add","m__se__Pathogen1:mean.QTL.add","v__est__(Intercept)","v__est__Low.Water1","v__est__Low.Nitrogen1","v__est__Pathogen1","v__est__var.QTL.add","v__est__Low.Water1:var.QTL.add","v__est__Low.Nitrogen1:var.QTL.add","v__est__Pathogen1:var.QTL.add","v__se__(Intercept)","v__se__Low.Water1","v__se__Low.Nitrogen1","v__se__Pathogen1","v__se__var.QTL.add","v__se__Low.Water1:var.QTL.add","v__se__Low.Nitrogen1:var.QTL.add","v__se__Pathogen1:var.QTL.add"
"11","A","1","IDP1464",21.17,0,1,0,1,0,1,69.9551078621034,4.89487456689605,-16.7828113594785,-1.76843857728744,-0.552135622350078,-0.172702414768149,1.37841626248575,0.135402288353948,0.404274319344199,0.402228763296464,0.394532767145721,0.39400679164548,0.271714257183996,0.273141653448197,0.270514467185513,0.26966070361523,4.93065628750275,-0.412008323391491,0.269945613294776,0.167230834148155,-0.189466092374326,0.0805071071449313,0.0197423095626248,0.0139735140675198,0.0740510131073581,0.0729951048617142,0.0729313869562265,0.0729968866698111,0.0538840778605018,0.0532136033635913,0.0531581187540965,0.0532100561083618
"12","A","1","fus6",22.62,0,1,0,1,0,1,70.2159720690879,4.78964508097245,-17.2223501453434,-1.79715656376425,-0.821906329572511,-0.0620575719431593,1.81106139231442,0.188970505833238,0.40969734947298,0.408689939185148,0.401502403705048,0.401177163622961,0.274283246465081,0.275346850035821,0.272589861654038,0.271835037361193,4.92042761309802,-0.406149632280697,0.277152060116398,0.174576663640447,-0.169341056169586,0.0715300918083945,0.00695948630273269,-0.00102508666296314,0.0803042281238974,0.0792454037344552,0.0791785006206683,0.0792501052873098,0.057761991865654,0.057054868665347,0.0569968884979839,0.0570523177621793
"13","A","1","AY109692",23.62,0,1,0,1,0,1,70.2307139635426,4.78834937124824,-17.2230641013634,-1.79500496332144,-0.837925912231705,-0.0612792825812739,1.81347737387389,0.18796537440885,0.410016182290956,0.409084845052317,0.40200343379663,0.4016328532653,0.275018229843284,0.276061499615682,0.273304966361235,0.272545337758425,4.92029618405902,-0.404278450567011,0.278389112167498,0.173758756092967,-0.169793320296935,0.0697060623717759,0.00604000140563663,-2.28520251141297e-05,0.0809269426427513,0.0798602680938673,0.0797925512018003,0.0798649968239521,0.0583319297677377,0.0576098192552388,0.0575509804138303,0.0576072365776838
"14","A","1","mmp102",24.42,0,1,0,1,0,1,70.6765999313368,4.75261058886511,-17.4443163961949,-1.98406301182961,-1.32737871036398,-0.0251518174196142,2.06721476411258,0.431673880104966,0.398608445642849,0.401992066073292,0.397526168486492,0.395697736897703,0.273348303093452,0.274433083915905,0.272062671017301,0.271200252164462,4.84112172928881,-0.395910183935015,0.355994542258261,0.197596898923217,-0.0895609693744902,0.0705848861958201,-0.0776870547353503,-0.0288398714370207,0.0807941600783254,0.0797889282292002,0.0797133084112719,0.0797896886612241,0.058166178164577,0.0574302083894652,0.0573732424662492,0.0574278899410035
"15","A","1","AY110314",29.42,0,1,0,1,0,1,70.6733468352028,4.80318135134605,-17.0803470148594,-1.9976860571785,-1.40230439828207,-0.0856648398727219,1.76934776199758,0.483349653867941,0.387129137052136,0.393176475083438,0.391482706965103,0.388970601768001,0.275232574263201,0.276178043276115,0.274081447333832,0.273108255440136,4.81827976299924,-0.346880705310872,0.373340321256611,0.197846554014995,-0.0738850721875418,0.0170532458456165,-0.0975493329778432,-0.0255382991081881,0.0703567079665634,0.0695990264296305,0.069535151213361,0.0696010907149293,0.0526672430607262,0.0519947703313153,0.0519424146687883,0.0519938230725498
"16","A","1","umc94a",38.62,0,1,0,1,0,1,70.7941256362979,4.47528110757217,-17.1085946448652,-1.99525259485061,-1.67571180169342,0.188002407085971,2.04457092134846,0.524380054434995,0.340569082334672,0.350703995147504,0.357135074886862,0.347904562825059,0.28555092671252,0.282175998456803,0.281002346402972,0.278561462104662,4.60422999564473,-0.295484166002222,0.547937849784241,0.194421398661749,0.173261165316114,-0.0454313358146873,-0.318071581744265,-0.0233960104951887,0.0667019881369343,0.0656861647588944,0.0656083953786891,0.065686116535536,0.0533883542118164,0.0528632151272123,0.052809354356633,0.0528569720189743
"17","A","1","gpm331",38.71,0,1,0,1,0,1,70.8023193127833,4.47176861490463,-17.1152792986303,-1.99541730408096,-1.68278314938622,0.190486712422683,2.05032455913713,0.524199812622874,0.340777477592265,0.350929543863535,0.357423252024099,0.348124016711089,0.285770117865167,0.282364576089076,0.281209423263746,0.278744364932246,4.60300446706272,-0.295265353455476,0.549783697726458,0.193969340085906,0.174323425542417,-0.0455609359982354,-0.319662112281909,-0.0230379718071435,0.0667982390577038,0.0657786172090385,0.0657005758169756,0.0657785860488325,0.0534528237354127,0.0529242870232721,0.0528702099567148,0.052918046842088
"18","A","1","lim179",47.02,0,1,0,1,0,1,71.2972910504346,4.28912447545093,-17.1680592402756,-1.97806844572482,-2.06064285573383,0.260471855371718,1.94732289173896,0.524838130407823,0.350413027802618,0.360975376396716,0.371942546779229,0.35724850934515,0.275709455982874,0.272919102933363,0.274118884708169,0.26964346418467,4.59163944882557,-0.290795472456156,0.630200705188397,0.141251964654422,0.162036034781445,-0.0422644014406276,-0.375069414551266,0.0244391242893737,0.0712045269103769,0.070071747401793,0.0699688209461129,0.0700698938030354,0.0539894462997472,0.0533130379128137,0.0532562529869686,0.053309704964201
"19","A","1","IDP755",52.47,0,1,0,1,0,1,71.410985555903,4.28387660550859,-16.82471240388,-2.03197736908491,-2.23666818238243,0.326833902809314,1.56397126309916,0.5843920907457,0.346317896925428,0.357110515617417,0.369117271818014,0.353627086619491,0.273305519106567,0.270433562191854,0.272166462814639,0.267346931478532,4.58278620791578,-0.308658600204045,0.653255179666513,0.145559441367843,0.16375115036037,-0.0192613363177312,-0.402824295229811,0.0239531648572896,0.0706855019974078,0.0696203701178338,0.0695156673576195,0.0696235531847709,0.0536968679290118,0.0530745662344931,0.0530180481488981,0.0530688722555597
"20","A","1","AY107629",54.63,0,1,0,1,0,1,71.4111891282323,4.28353833853627,-16.8243917668773,-2.03212647521838,-2.23690980779192,0.327185107073008,1.56364081546686,0.584641879229258,0.346322476656122,0.357113575458481,0.369120408027227,0.353628999377671,0.273310232386126,0.270437591628946,0.272173303277841,0.267353579106714,4.58277348253474,-0.308671825629451,0.653297907626853,0.145539586701227,0.163765299329488,-0.0192347451135934,-0.402872340763517,0.0239635580554391,0.0707009258018513,0.0696353107559644,0.0695305902501131,0.0696384977259093,0.053708339906846,0.0530863162017835,0.0530297831222735,0.0530806539608708
"21","A","1","mmp49",56.12,0,1,0,1,0,1,71.4170140186347,4.29532010143195,-16.8472672758183,-2.03547594991573,-2.23294300515471,0.311600108042569,1.58437370199697,0.582014445399302,0.346988331506087,0.357845176516457,0.369821745037981,0.354374317098642,0.273187412838657,0.270349889973996,0.271976109215026,0.267167186089561,4.58325225214883,-0.308189432714712,0.653031589292484,0.146906991069783,0.162684138601151,-0.020019202332895,-0.401208011103298,0.0225834760115292,0.0727346679752923,0.071639081387887,0.0715312230437105,0.071642510992522,0.0551630953197435,0.0545147844845321,0.054456293438143,0.0545079427462998
"22","A","1","cdo1081a",57.82,0,1,0,1,0,1,71.4153519585468,4.29453645112791,-16.8443160819943,-2.03477954452732,-2.23197054246018,0.312848209490107,1.58128017598842,0.58171931220424,0.346924156084581,0.357767257798031,0.36973617493957,0.354292196472926,0.273141241004321,0.270305501950712,0.27193466605495,0.267127895081915,4.5834430693272,-0.308364985639761,0.652867554202225,0.146743896322104,0.162539751626997,-0.0197930358286436,-0.401151419358678,0.022729541926657,0.0741332229065653,0.0730168474665881,0.0729069711246537,0.0730203232208535,0.0562254532437211,0.0555651366002224,0.0555055865084143,0.0555581682023813
"23","A","1","asg31",65.22,0,1,0,1,0,1,70.4602317671268,4.5128436924378,-15.8645212739768,-1.85808940644479,-1.24846693914998,0.206405075487048,0.45661935189705,0.326637970877581,0.342145387019861,0.349993721044961,0.357639370056861,0.346631543103906,0.279596532620526,0.276563669254559,0.275533862586016,0.272546250951938,4.60551065186176,-0.306883341275303,0.571104178612112,0.16724207248002,0.177659073693473,-0.0442765218702047,-0.342168773276321,0.0116012517402163,0.0733647112586982,0.0719068356802803,0.0717645338078932,0.0719093598978277,0.0569530787977816,0.0564291133029107,0.0563736063112621,0.0564219374996666
"24","A","1","npi415",66.02,0,1,0,1,0,1,70.4619080680067,4.51284302791121,-15.8661591052411,-1.85862266378654,-1.25019752919725,0.206179894919423,0.458781131893732,0.327027692347827,0.342186157989409,0.350045447111712,0.357702253143417,0.346684809863698,0.279663476290485,0.276624514575557,0.275599119297226,0.272605386346096,4.60525380907761,-0.306860180616233,0.571440317793021,0.167319728238772,0.177900486589926,-0.0442802971192017,-0.342446004105197,0.0114359251573138,0.0733607580463743,0.071903088877237,0.0717608986810803,0.0719056362262739,0.0569530202794483,0.0564290246259479,0.0563735917178679,0.0564218823586078
"25","A","1","ufg31",71.62,0,1,0,1,0,1,69.3834680747582,4.82269399219198,-15.7213536531702,-1.8231026734677,0.0495435142473982,-0.107063836417803,0.307553465722917,0.287990258987435,0.339179776767062,0.342087124206129,0.341983805489923,0.337631708222324,0.28786071185372,0.288259314815207,0.285444987176657,0.285038403578859,4.69440712781054,-0.353935645866552,0.419191732123986,0.194064329024177,0.091451287096218,0.0178409759911988,-0.178999604675106,-0.0123146024105867,0.0661582398503889,0.0647862693461713,0.064677363895239,0.0647906331680138,0.0544498037710553,0.0541650297132784,0.0541215246455851,0.0541572218190102
"26","A","1","gpm330",71.91,0,1,0,1,0,1,69.3834850732899,4.82249131661731,-15.7209681965417,-1.82284982021684,0.0495128674505918,-0.10676973359931,0.307003431657885,0.287639288673922,0.339169274542721,0.342076092121182,0.341973503087128,0.337621499844605,0.28782949733955,0.288227866061657,0.285413455438847,0.285007215518198,4.69441726034116,-0.353911332277768,0.419170820452011,0.194033874729367,0.0914362823035478,0.0178071659294724,-0.178962510936695,-0.0122712016832828,0.0661420085265266,0.0647704227381759,0.0646615488339183,0.0647747861767032,0.0544321742814522,0.0541472686577259,0.0541037823126449,0.054139459209455
"27","A","1","ufg33",72.02,0,1,0,1,0,1,69.3832517388297,4.82267909768104,-15.7216821761542,-1.82310136081438,0.04983108836446,-0.107086766801617,0.30801401818276,0.288100361987047,0.339165727248388,0.34207092410732,0.341966105385737,0.337614460510071,0.287832849296213,0.288233449782346,0.285421120583719,0.285014569973934,4.69443837130438,-0.353979689965556,0.419179725008438,0.194052491322689,0.0914035021308608,0.017912722983069,-0.179001785905329,-0.0122910405444996,0.0662079659171822,0.064834896565526,0.0647259163236241,0.0648392644482135,0.0544884058107355,0.054203693331059,0.0541601801181249,0.0541958688496807
"28","A","1","ufg32",72.82,0,1,0,1,0,1,69.3845109308427,4.82294958665162,-15.7251770932362,-1.82487612306505,0.0480965752224826,-0.107888180260903,0.31304994340807,0.291405670822683,0.339074299233653,0.341983956258996,0.341885863600069,0.33751953240379,0.287887764134011,0.288295167902778,0.285499889285917,0.285089453166267,4.69426929360312,-0.354352519724346,0.419737338323311,0.194082290083297,0.0916058392598208,0.0185267421012097,-0.179973101287976,-0.0123032214248977,0.0663864792786732,0.0650093759538734,0.06490013543455,0.0650137504691745,0.0546565068528628,0.054375334227569,0.0543318297598449,0.0543674166717959
"29","A","1","ufg34",74.42,0,1,0,1,0,1,69.3863272295306,4.82551594462392,-15.7359692456303,-1.82859606917389,0.0457853656872548,-0.112615403629604,0.328417582274843,0.298010482474356,0.339031916262099,0.34194744730321,0.34185247542866,0.337465257218632,0.288116186624013,0.288537615089922,0.285768330484624,0.28534922806278,4.69405143332941,-0.355011312491725,0.420644502626392,0.194246438420207,0.0918502849209278,0.01960890834993,-0.181612869288614,-0.0124743412053165,0.0687888457754513,0.0673608379176821,0.0672476257033005,0.0673653528442264,0.056684725432582,0.0564017771357248,0.0563569093339559,0.056393407062456
"30","A","1","AY108650",77.57,0,1,0,1,0,1,69.2519238244628,4.64536944445137,-15.6364389773878,-1.86649007022043,0.19575862209722,0.148662016406828,0.173895050256434,0.357737634238275,0.345114311729826,0.348109506969808,0.347494971788017,0.343113612369729,0.283438849208698,0.283867807442497,0.281433821854786,0.280798279646429,4.6965752486612,-0.376131590999619,0.427661692087747,0.204516360872276,0.0816754277121008,0.0429189239472002,-0.182275730872836,-0.0217185578085283,0.0670980315666178,0.0657210462481557,0.0656051345517153,0.0657238470866437,0.0537209925626432,0.0533425929309818,0.0532958085225308,0.0533344135172091
"31","A","1","gpm495",80.45,0,1,0,1,0,1,69.4756383010914,4.77404593698586,-15.4280100215024,-1.70787005656975,-0.110724479511049,-0.0229759973151923,-0.0965754063521444,0.174979148875913,0.345384590958206,0.350082177400467,0.351975745778299,0.346865263569233,0.282525206635645,0.280699136731494,0.276963257118488,0.276286334721601,4.7154268908778,-0.307835053300314,0.437202750943821,0.18592931202675,0.0724395991151692,-0.0526149739774429,-0.224274242435754,-0.0028854114833963,0.068822564322487,0.0674014051257961,0.0672851214561066,0.0674054413189244,0.056196353424517,0.0558241533928307,0.0557756245168171,0.0558138476808175
"32","A","1","gpm83b",80.75,0,1,0,1,0,1,69.4756901042357,4.77433065365961,-15.4284139396472,-1.70788410066089,-0.110779582151049,-0.0233817158212751,-0.0960092299888719,0.174966855647333,0.345380067355903,0.350078011956669,0.351970219423291,0.346861453444117,0.282498860457864,0.280672113639361,0.276933519567927,0.276256231638717,4.71544799292679,-0.307844427995189,0.437164418290012,0.185968848470335,0.0724092570492086,-0.0525960779224912,-0.224213982935992,-0.00294563894088982,0.0687894501452673,0.067368947585363,0.0672527117078741,0.0673729795675356,0.05616573000533,0.0557932041850197,0.0557446691739556,0.0557828638589311
"33","A","1","gpm767",80.94,0,1,0,1,0,1,69.4757314714782,4.77431396675812,-15.428467624329,-1.7078899990978,-0.110841582281817,-0.0233598230716553,-0.0959356063424577,0.17498283214534,0.345377035826822,0.350074774658861,0.351966505410956,0.34685809969906,0.282493098466942,0.280666573031175,0.276928072847721,0.276250830781271,4.71545926048461,-0.307849865121653,0.437150326857088,0.185971158361189,0.0723950358492556,-0.0525876093181329,-0.224197695007156,-0.00295020167946939,0.068773818891885,0.0673536599313236,0.0672374542159814,0.0673576902322407,0.056152639742748,0.0557801710350673,0.0557316474875018,0.0557698337206567
"34","A","1","bnlg1014",81.12,0,1,0,1,0,1,69.4756888523978,4.77428763344939,-15.4284380788585,-1.7078981892887,-0.110795292578418,-0.0233145485808675,-0.0959751113798103,0.175002005676463,0.345374305632414,0.3500723794024,0.351964105094043,0.346855773769399,0.282490116682886,0.280663405677764,0.276925054055258,0.276247694482609,4.71545649287779,-0.307852453804999,0.437148828221551,0.185977696773216,0.0723986775205291,-0.0525827719988722,-0.224196465484752,-0.00296010368585146,0.0687564116279178,0.0673366418549983,0.0672204723143613,0.067340671137666,0.0561381929293419,0.0557657906078275,0.055717281558139,0.055755456991422
"35","A","1","umc1363a",82.02,0,1,-3.15990824240181e-12,1,-3.15990824240181e-12,1,69.1741677372554,4.683259470914,-15.0964259775002,-1.6776108164345,0.259309826472496,0.144880301327293,-0.523950004814306,0.112398786272417,0.342154558178834,0.349332983587764,0.353291550593105,0.346933055065412,0.283083465670367,0.280215325753863,0.276618966023538,0.275196944532976,4.65589664319082,-0.29665160713259,0.481932205050037,0.207978460751208,0.141521784238705,-0.06753790579617,-0.268080409088847,-0.0302393014118362,0.0675805816236196,0.0662056894445104,0.0660965522206123,0.066210838836452,0.0541902952185936,0.0537755839789,0.0537237127055865,0.0537637090640196
"36","A","1","gst12",83.52,0,1,0,1,0,1,69.386094067229,4.68477456504628,-15.6723823323661,-1.77624161040352,0.012627672432523,0.0514896102014306,0.261643734378301,0.326150309115968,0.333581759815458,0.339855634921748,0.342511254892577,0.336762056782112,0.290240954469353,0.286184351771715,0.283570363542702,0.282060558321994,4.65527839752126,-0.333433370502183,0.492021389085919,0.213769411696473,0.149664080509438,-0.0159836457323447,-0.308917715900934,-0.0403456790946262,0.0667352108687645,0.0653580978684374,0.0652383457604612,0.0653596242288369,0.0559275149905367,0.0556650543669268,0.0556201153592134,0.055654274340371
"37","A","1","umc1269",84.62,0,1,0,1,0,1,69.3812169602885,4.66132376756756,-15.6459744184747,-1.77203599318547,0.0167778343523733,0.0886762506589009,0.224860496268792,0.326805603478956,0.333110735203584,0.339214258112034,0.341786003832583,0.335995165485481,0.291152714174264,0.287062265601057,0.28455628399989,0.283071205975935,4.65563210325861,-0.334003603555234,0.492139047830339,0.210665248329243,0.149918109463371,-0.0154687497226331,-0.310507322804652,-0.0359389584730028,0.0675684846130357,0.0661664693482191,0.0660462914556646,0.0661677744879422,0.0568374012810116,0.0565938527556215,0.0565499749551896,0.056584890592276
"38","A","1","umc2012",85.72,0,1,0,1,0,1,69.3733966671841,4.63950691604318,-15.6181880953264,-1.76471654210275,0.0257914960899176,0.124236067835733,0.184647769321267,0.323068322233619,0.33241983110738,0.33832746373147,0.340789701940366,0.334954234878212,0.291563397335503,0.287432675820511,0.284956065987557,0.283497358626158,4.65622533094785,-0.334515168289213,0.491702043550108,0.207423645846031,0.149751398491025,-0.0149577418527342,-0.311316777467772,-0.0311335234261258,0.0704185130447178,0.0689446933867391,0.0688211863128583,0.0689456824718928,0.0593913112088634,0.0591475481564867,0.0591032404378744,0.0591390568411767
"39","A","1","umc1977",87.52,0,1,0,1,0,1,69.5459359983951,4.49992420777622,-15.5372725651875,-1.80720641465437,-0.201475879247415,0.346743206500346,0.0566269153387417,0.344043030020222,0.322330458510891,0.328529517995375,0.331259274171734,0.325088078397981,0.29927078591082,0.293640809870915,0.291116144633972,0.289400464464108,4.63956933770875,-0.335570497258127,0.494478028188867,0.206221807392366,0.179682841771174,-0.0130344207977045,-0.32361867855051,-0.0310302327034791,0.0674591003838418,0.0661449051518038,0.0660307157886093,0.0661433551749038,0.058987791630651,0.0587150342030653,0.0586744654859327,0.0587062710043142
"40","A","1","IDP553",88.91,0,1,0,1,0,1,69.481376664513,4.42822279701769,-15.1974505735409,-1.6973944694574,-0.119919627018637,0.501741930444117,-0.455449566400444,0.129803724506794,0.32653129568397,0.333179917552245,0.336000798137891,0.330339834852703,0.296174199774311,0.291739847133025,0.287843952756889,0.286754637223441,4.64668862631501,-0.313912928140634,0.46901630888232,0.202922744226554,0.168152740067937,-0.0484829933567681,-0.271100431856279,-0.0260258760078627,0.0662431415647203,0.0650714233393465,0.0649607766369242,0.0650698407834901,0.0568706167584049,0.0564745862285374,0.056430317562942,0.0564675587025095
"41","A","1","IDP4043",89.33,0,1,0,1,0,1,69.4087243616734,4.45179334724447,-15.0865110301355,-1.71452597058244,-0.0192014221220579,0.481029062429753,-0.614439973403704,0.149443642056904,0.328748105902806,0.335420451166347,0.338852328180028,0.332488223444677,0.296622137190608,0.291998937586034,0.288241861869952,0.286872465052679,4.64057559425354,-0.307160027261372,0.47980377642618,0.200086363996649,0.173105684276107,-0.0567782983610706,-0.283729841513797,-0.0209831994633937,0.0659105962323136,0.0646714940915066,0.0645693656356744,0.0646720212089195,0.0563102514413397,0.0558850087040132,0.0558445194899916,0.0558791103716997
"42","A","1","php20603",90.02,0,1,0,1,0,1,69.4367043684735,4.49603243679573,-15.2807328310387,-1.78309056887971,-0.0459200240144462,0.397346848773691,-0.34756569615963,0.267853185548427,0.327506344688321,0.334126297900506,0.337653133892194,0.330899300246202,0.300032638941462,0.295112161126656,0.292111472134368,0.290357642604311,4.63638240889562,-0.318897414743768,0.496276021111603,0.202724801383501,0.179606339429365,-0.0395060802359236,-0.313958001175849,-0.0237900772419598,0.0652693720119733,0.0640112826624461,0.0639097166101075,0.0640117173651087,0.0565130794004423,0.056230548236805,0.0561943418752378,0.0562233263361149
