"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__Env2","m__est__Env3","m__est__Env4","m__est__Env5","m__est__Env6","m__est__Env7","m__est__Env8","m__est__mean.QTL.add","m__est__mean.QTL.dom","m__se__(Intercept)","m__se__Env2","m__se__Env3","m__se__Env4","m__se__Env5","m__se__Env6","m__se__Env7","m__se__Env8","m__se__mean.QTL.add","m__se__mean.QTL.dom","v__est__(Intercept)","v__est__Env2","v__est__Env3","v__est__Env4","v__est__Env5","v__est__Env6","v__est__Env7","v__est__Env8","v__est__var.QTL.add","v__est__var.QTL.dom","v__se__(Intercept)","v__se__Env2","v__se__Env3","v__se__Env4","v__se__Env5","v__se__Env6","v__se__Env7","v__se__Env8","v__se__var.QTL.add","v__se__var.QTL.dom"
"11","A","1","IDP1464",21.17,0.727828827379161,0.694950670461529,17.3417119378561,0.000171512232232996,18.574911493014,0.000952395201023163,70.2687787904793,6.13272336291575,-22.3673385820352,-2.89757867691322,-11.4626868535963,-1.30287778720731,-11.8765310357193,-12.6128019603532,0.0148793642419764,-32789.9598727802,0.414244119657237,0.492682208992163,0.547363500138875,0.530690449983158,0.507970902316118,0.518372567112154,0.588326239917458,0.548555032287717,0.129082775896448,17851.6216603229,4.94223778182623,-0.386475216529091,-0.0186833620921541,-0.0346857315797121,-0.188332611851585,-0.230592765382964,0.3794172781265,0.0526727654233948,-0.133846818320827,-17315.1705902133,0.0813877027028855,0.106589331182849,0.109420858369456,0.106513055146673,0.105428788723238,0.10903028457375,0.106022147767665,0.107566159957668,0.0265748384936554,4431.83375514061
"12","A","1","fus6",22.62,4.64970616946633,0.0977978109874601,15.196575015384,0.00050130918690939,18.5769582050056,0.000951515703873555,70.2365348746895,6.26325725279541,-22.2723259580814,-2.98373352701632,-11.2668373137045,-1.36560513796629,-11.7506368941851,-12.3545978135643,-0.00647615426008514,-171.639120831654,0.413529931551998,0.492100608478913,0.54752438942825,0.527906418617637,0.507181319849142,0.51704992849944,0.586111734032099,0.548318299317698,0.132586271211119,36.1277247448191,4.92021331964554,-0.368370581930324,0.00449731610187153,-0.0339054556626952,-0.170861812727875,-0.216393948532867,0.383531882782065,0.0750267363875781,-0.137745153146927,-27.6108752729323,0.0798833993088307,0.104313394642661,0.107096628507236,0.104251536374025,0.103189591888953,0.106713166063232,0.103768080010041,0.105278657056864,0.0263866914908409,8.81691261210637
"13","A","1","AY109692",23.62,5.52754610408981,0.063053415165873,15.7404690445844,0.000381944777130985,19.6255970613268,0.000591962038664266,70.4166259196643,6.23372771200258,-22.2610559353537,-2.99222790340709,-11.2268140707872,-1.36855626219921,-11.7824652810057,-12.3437477134795,-0.0447517173239024,-1422.78146610467,0.417248220795461,0.491542355580873,0.547196990444948,0.527499319428275,0.507421370044529,0.516444284946563,0.585472826071363,0.548291284341394,0.132908647994999,272.40913021972,4.93757078278042,-0.369072270428333,0.00469367404871223,-0.0320749341267177,-0.162782458431883,-0.217826808290925,0.382558797643597,0.0781678946478299,-0.13856813257454,-206.111085163073,0.0797249366263369,0.103143520461404,0.10589528609667,0.103083311848321,0.102033515870847,0.10551733092106,0.102604884004792,0.104098541225003,0.026142245428269,63.7563365269902
"14","A","1","mmp102",24.42,1.78571670981188,0.409483628837923,8.17827363498835,0.0167536888100118,10.0929205823794,0.0388912003431077,70.419579897986,6.26061709416623,-22.3464768995346,-2.967073568937,-11.3201732378793,-1.28739480496354,-11.7895465655404,-12.4751464426358,-0.182945607875305,-184.086952255738,0.41612676711063,0.49667421853799,0.552136895466495,0.532296639098666,0.511382243686657,0.522419568031238,0.590336839155964,0.553174477766136,0.131321043644797,64.9617898408249,4.90339788218651,-0.379672442540081,-0.00881474994514389,-0.0511048242362752,-0.190003025337108,-0.224130997565412,0.365756412129471,0.0634618785155408,-0.103825582083665,-27.4609908825323,0.0781602403445189,0.102092042911558,0.104818587544663,0.102034683937601,0.100996619816529,0.1044470047611,0.101562384328361,0.103039019282388,0.0256406736030172,14.1143123078911
"15","A","1","AY110314",29.42,20.6573191140059,3.26828671738526e-05,13.837762849563,0.000988935520844886,35.1285400451749,4.37131725545325e-07,70.4487538175962,6.11536925105413,-22.4536277277434,-2.987712704049,-11.3877788631839,-1.21511111472601,-11.8846432020543,-12.5851164337134,-0.713980229985554,410.759079309969,0.405597501925577,0.488195280637286,0.546770525512668,0.523708183162295,0.504895961650922,0.513513172053878,0.582577748927927,0.54692056123566,0.133193846578943,42.2089974179326,4.88837816745592,-0.376925891345102,0.0215276526475467,-0.0418186855663634,-0.162926854302023,-0.217952982593435,0.383384424233101,0.0871227897040895,-0.150423084375932,7.54418974002721,0.0812873880049683,0.107329450672571,0.110192938626982,0.107259358622785,0.106167534308067,0.109797070471795,0.106761434219376,0.108324356387216,0.028066926732961,9.04160231900264
"16","A","1","umc94a",38.62,28.2997255184394,7.15801631592632e-07,0.334047862428382,0.846179360995349,44.9317762730473,4.10795565972619e-09,70.8078477036759,6.20308784473503,-22.6879512326766,-2.89552627958701,-11.416974039965,-1.29623946044985,-12.0126316328663,-12.7457067486147,-0.347392105634413,-26.4782726549344,0.393865776944332,0.488788342390991,0.541594977185039,0.520768336446517,0.502266510112654,0.507612581035113,0.586384055139207,0.545062144538782,0.132869908384575,1.81432649991593,4.74626963958031,-0.316179401965637,0.0260775228440179,-0.0237917829397454,-0.139714336878533,-0.229810825388359,0.443682560802413,0.118971866804797,-0.0214579055512186,-0.108011177194152,0.0793416552572205,0.105580847107214,0.108399085004279,0.10551814429463,0.104442558678985,0.108009494057964,0.105034971492392,0.106562441201462,0.0273713324175557,0.381371734719804
"17","A","1","gpm331",38.71,30.7630385497971,2.0887720889244e-07,0.444850395097634,0.800574889474602,46.0938258612502,2.35457332841782e-09,70.8410212488394,6.21666417460516,-22.675336541483,-2.88861749372288,-11.4073504586785,-1.29440662330301,-11.9953313500892,-12.733344788925,-0.370162676316088,-26.8167670118508,0.39359509308593,0.488337411692353,0.541525427376709,0.519917704643533,0.501883340470641,0.506773325035074,0.586490757553043,0.544902890693918,0.132918198780155,1.77126294597731,4.74492390893046,-0.314692676097399,0.0305421651110568,-0.0255234975386497,-0.137585330642302,-0.231628838885618,0.448675166443655,0.122746827314481,-0.0213462596986368,-0.211427579530464,0.0776306907037765,0.103261145499796,0.106017680824283,0.103200015520583,0.102147808490773,0.105636496163837,0.102726887002327,0.104220810466294,0.026778590591103,0.373252397372584
"18","A","1","lim179",47.02,7.95933965629116,0.0186918098285291,1.31550549385951,0.518014136305609,9.28287267685493,0.0544050860781754,71.1020335636067,6.13732067735545,-22.724104136857,-2.98865886423911,-11.4878167130872,-1.39303778860926,-12.0636565565596,-12.8125374106635,-0.815312767835994,-95.0844910254591,0.413791992432448,0.49756356867901,0.556029478195454,0.531574852816847,0.512280716082522,0.523951789451366,0.593763758288604,0.555286585304044,0.133368318483016,58.5682852180258,4.83620777023029,-0.385839116741585,0.00728384559297708,-0.0695873214875656,-0.195311444008971,-0.231340183944565,0.37776867235732,0.0691845857237106,-0.0435282704304328,-9.20466290814211,0.0778096587320243,0.101705182365526,0.104410369947639,0.101638360873312,0.1006165536078,0.104073850794363,0.101170062049583,0.10263778475548,0.0260874227837397,11.5782763619851
"19","A","1","IDP755",52.47,16.6595573962478,0.000241225422610633,23.6612809351798,7.27810182855261e-06,37.8615685522782,1.19671087950006e-07,71.3514253222364,5.82466308911006,-22.5303782053994,-3.03524627950892,-11.5371358069284,-1.3900637249253,-11.7313738303248,-13.039234661438,-1.11527466600588,-111.272548570334,0.398238330765026,0.482556091837471,0.539963620498525,0.515130820833047,0.496724535901221,0.506810737165121,0.583428252254699,0.540830195493016,0.126906358945747,177.877280018364,4.84606593411901,-0.376091570160477,0.0124409414848111,-0.0768572295708355,-0.197065927597697,-0.227161672284096,0.423331432712076,0.0757568771052785,-0.0464031750183417,-486.555940078272,0.0773776304452211,0.102438815666034,0.105171498287813,0.10238458642271,0.101338537037402,0.104797346818339,0.101910986690662,0.103389294641786,0.0257856435567264,59.4302871181072
"20","A","1","AY107629",54.63,15.0680182722063,0.000534590707747108,1.39836201787726,0.49699216930329,16.6518789604982,0.00225830720376076,71.108547784064,6.16857518519741,-22.7490513387759,-2.9780566681269,-11.4594993521542,-1.3759590886991,-12.0986128240412,-12.8213279116728,-1.0028249550143,1255.71239307497,0.411406377947137,0.497777403280961,0.55354879967631,0.531176599916591,0.51148652556672,0.523144363738504,0.593274239683574,0.553833480033077,0.132051567089807,569.467755989213,4.82623389266282,-0.381026883673495,-0.010072101366529,-0.0726330466206796,-0.199824280747956,-0.234300077573722,0.375302654370832,0.0604052772238716,-0.0430076160645597,35.6176739558388,0.0804535132544849,0.105639007886153,0.108458182860963,0.105581790671217,0.104503336033194,0.108084081447489,0.105095171720198,0.106614842292623,0.026995005586882,112.349746821804
"21","A","1","mmp49",56.12,16.1080850404394,0.000317814550374501,1.47037365775566,0.479415881876136,17.6781893245203,0.00142621533611579,71.0124430090397,6.19063061260179,-22.6691730784907,-2.97403476602988,-11.4092123588815,-1.32618869739387,-12.0249748386288,-12.7577524692266,-0.996997686913437,1028.05046784244,0.412929115761303,0.499148747464798,0.553223480068934,0.532881969608936,0.511997990227899,0.524314164339722,0.592972217265191,0.554425113026362,0.130991061567305,301.749933238552,4.84313476080958,-0.385042333463124,-0.0255234890600545,-0.0736711848583889,-0.21173300862777,-0.238578005300296,0.361235591951746,0.0507953219143044,-0.0462732634634745,-36.1272376102999,0.0839510321669914,0.110265499851815,0.113213644665729,0.110204371810974,0.109078228634025,0.112801288834116,0.109695879541859,0.111282816993667,0.0279140394213047,64.9554147927691
"22","A","1","cdo1081a",57.82,20.7492595785683,3.12144387645407e-05,7.3819214084479,0.0249480228547314,24.5364157630178,6.23443758582691e-05,71.017148272459,6.05859191459508,-22.4713074823897,-3.03239470829168,-11.4456114731152,-1.27598012417965,-11.914150803253,-12.8025874152145,-0.990288018180855,246.788858479974,0.406404500389078,0.495102584507923,0.550182216047523,0.526524897059394,0.506974190937826,0.516750393496461,0.587707540086446,0.549169502035903,0.130841026070057,44.3320620633161,4.84154678461527,-0.350096305440931,0.0171022209455011,-0.057298836625924,-0.18480679212163,-0.234725659984066,0.385232037819716,0.0726644377599581,-0.0547918445252827,-43.557198836529,0.0845334192827783,0.111538640386644,0.114520641149187,0.111480688121513,0.110340361318583,0.114106352890549,0.110965598851168,0.112568983501852,0.0281601520078143,12.3836475196875
"23","A","1","asg31",65.22,17.3970353893868,0.000166832925123312,3.96999660975506,0.137380846994118,20.283317430933,0.000439019118908787,71.4185440280168,6.15361593956055,-22.9152227444334,-2.92052201817601,-11.5665188603168,-1.41862661283891,-12.3832748257093,-13.0082316651938,-0.788638067719642,-238871.824908597,0.412156949255627,0.49837437585135,0.552432544655775,0.535854395023405,0.510996861994666,0.524298961041714,0.589731772549859,0.550889214321348,0.131304581878953,33637.5430816577,4.8445843749547,-0.385975165781158,-0.0257756797654365,-0.043958073192826,-0.212938987251183,-0.237695615337631,0.35077458252118,0.0253621235917748,-0.0171051227780103,-21184.8373581534,0.0811085979908916,0.106490765414931,0.10933205195126,0.106440227280784,0.105356495031253,0.108948908985964,0.105960376194153,0.107485297190037,0.0270177923777128,7436.03934977236
"24","A","1","npi415",66.02,27.540226715109,1.04644342512921e-06,1.93852772904236,0.37936219731406,27.8508227752175,1.33720190464931e-05,70.4742885354407,6.12223378673532,-22.7289149687357,-3.03649786089425,-11.542292456617,-1.3680500304488,-12.0807936769873,-12.7997305468846,-0.664772986411849,2814.74806570286,0.408227787956107,0.497924812858373,0.546053835292913,0.532953775445032,0.508799536421599,0.51899682435181,0.588009908501641,0.551136158658528,0.131447393050316,285.025062306979,4.81911495018159,-0.352256813210234,-0.0421893399932919,-0.0339894404900831,-0.198307664982314,-0.24543102211043,0.362470370257371,0.0592750906847758,-0.0224115489429611,-132.019125635308,0.0760751696804697,0.100113878426474,0.102781544336541,0.100063161913919,0.0990395824572268,0.102418382391098,0.0996066631935619,0.101051628071331,0.0254554536596898,59.884248525392
"25","A","1","ufg31",71.62,1.00384477109015,0.605365793959036,1.49141268276563,0.474399093856923,2.39552941379854,0.663435325063144,70.164961992292,6.14190995249567,-22.7740562910643,-2.90247207411419,-11.517227041157,-1.30442752380329,-12.0882214477371,-12.8919117446678,0.2849578415313,-1128.5173508972,0.404088259407835,0.497411316129023,0.554634598248282,0.534167169273769,0.513439894222784,0.523954625241188,0.595133299597835,0.553955583413769,0.138059312479202,1196.51873979885,4.79635389631624,-0.378984887220835,0.00344513189770927,-0.0436864643257445,-0.175913796396455,-0.221011173254323,0.392174234402891,0.0671018753662351,0.0121192953984185,-457.060083475622,0.0761507290423565,0.101514993600432,0.104229122266641,0.101468633286321,0.100430920581863,0.103863178215659,0.101005885576217,0.102452628332775,0.0267607064694034,245.885242881881
"26","A","1","gpm330",71.91,5.41264376151872,0.0667819876499513,1.00127585553475,0.606143860351182,5.65314362106253,0.226592393977868,70.2218630175625,6.24858566202479,-22.6900026709537,-2.87170282607346,-11.4081609579137,-1.32636857407469,-11.9963157072803,-12.7747721155051,0.198613974706993,-19460.7848876814,0.403423077854633,0.497327251568023,0.55319985954161,0.533204218966873,0.512286814297836,0.522607733129339,0.594217981626374,0.553352919325772,0.136964230395732,4071.83765310677,4.78700661905199,-0.367695672344701,0.00238473093421544,-0.0415168529256564,-0.176641093818819,-0.222653303052389,0.395064613138094,0.071440080412768,0.00567673279179338,-1445.26539504889,0.0744289838609332,0.0991728015551028,0.101822955104553,0.0991282714603265,0.0981104493895066,0.101463277490368,0.098674736891012,0.100086723131376,0.0259308797698261,878.470230083504
"27","A","1","ufg33",72.02,6.74399025047218,0.0343210941090537,0.573528334331357,0.750688745017564,6.78547445826939,0.147668603455033,70.1699088928613,6.2123148662086,-22.8278731196308,-2.87173613575398,-11.4579861587024,-1.30813352914556,-12.1615337606557,-12.8567858903504,0.336424544961979,-1600.36192052112,0.405369671649744,0.500310546310034,0.552789317740225,0.538210248413647,0.514246905135146,0.527296471582127,0.592654607562696,0.554939989835234,0.13745558973552,287.553736534445,4.80094586872451,-0.381682279720467,-0.0361283714844233,-0.0391347278180252,-0.199599388334368,-0.222355705852703,0.355175114481973,0.0481282647332365,0.00465191299984518,-71.5155966263038,0.0793696736789161,0.106127580169107,0.10896034763682,0.106067631496163,0.104996477761266,0.108574713889926,0.105599953910321,0.10710048932362,0.0278645245568666,65.0672797846865
"28","A","1","ufg32",72.82,5.99970771874155,0.0497943448130416,0.714230722683511,0.69969177569654,6.07951975621984,0.193287874430322,70.1781219570432,6.20703142097273,-22.8439075569987,-2.86923685490652,-11.4661989935199,-1.30821326951409,-12.1795030116385,-12.862591040508,0.32601084133369,-268.870499435976,0.405392066306119,0.500173349495527,0.552980818683383,0.538178904797077,0.51430536011191,0.527248144078231,0.5930226025682,0.555197736525077,0.137489030453396,51.2139577230363,4.80144320594511,-0.383085117929282,-0.0347263105712648,-0.0394161360606419,-0.198994209404384,-0.222700752286128,0.357503268914324,0.0500264072788164,0.00469126805781958,-14.3084213984119,0.0798277262997998,0.106743658845536,0.109590960195939,0.106682489256879,0.105605647424546,0.109205360770397,0.106212502135501,0.107721577385179,0.0280226101200476,11.7951789062028
"29","A","1","ufg34",74.42,1.18559722655817,0.552778105821957,5.39314799510531,0.0674361538537862,6.45208984199451,0.167834253617136,70.2875684677371,6.06085586369113,-23.0456867819968,-2.86051126969456,-11.591579088293,-1.38661525694856,-12.2738778991269,-12.9341607865673,0.31265720344484,-379.452812659951,0.404050954064156,0.496907324233765,0.552988876340459,0.533801345945247,0.511772896473544,0.522998225749441,0.594616096991859,0.555022759371575,0.14527673939703,233.346423695275,4.80657396428398,-0.382587192246674,-0.00866688659822237,-0.043195487675284,-0.189517727767053,-0.225967350385863,0.393150068418356,0.0763205065829738,0.0389593226436044,-173.999322815887,0.0762613668244648,0.101733561435406,0.104447057234542,0.101691671978538,0.100648950161488,0.104095234467946,0.101232125644889,0.102672615106373,0.0282127024466893,49.3812014998451
"30","A","1","AY108650",77.57,8.88944455796427,0.0117403661246535,0.403698233346686,0.817218223244528,8.89315032778543,0.0638264139187342,69.9468244827229,6.21362749695879,-22.8139962455727,-2.8714576000369,-11.4439848725536,-1.30298998281576,-12.1230356509243,-12.8556233070083,0.601191520375842,-47.0611749490128,0.406093998126713,0.499864417120983,0.552281749613752,0.538561567856727,0.513513745248165,0.526760226768553,0.591524660861975,0.55410493865169,0.135316030608139,8.58199332675096,4.80635426225816,-0.380177510265236,-0.0352518560428888,-0.0312974886907097,-0.201135603650815,-0.221782164755157,0.351833959040635,0.0469294784708201,-0.00662353589496635,-1.63369221988279,0.078770659276218,0.105058996412466,0.107860474819302,0.104995038770299,0.103941097645142,0.107477328149166,0.104534438050859,0.106019767365945,0.0272588261902144,1.89038749278218
"31","A","1","gpm495",80.45,0.130029337024276,0.937053718092755,3.40726498932774,0.182021130924545,3.56328992375931,0.468320449481926,70.4298068626112,6.08418955366875,-22.8209835086772,-2.98896001539001,-11.5447667717428,-1.3782794311685,-12.1490618940195,-12.9224185695238,-0.0904491017556267,123.46106358164,0.406925890196307,0.50091346157006,0.553998384675091,0.537212534840444,0.512702198799447,0.526007406263902,0.593302667228043,0.554579025845509,0.133545724017299,264.448168961346,4.85720058123305,-0.371151994848781,-0.026398120967155,-0.0468653869755476,-0.211405347107485,-0.231059723188063,0.355579414343259,0.0498851676256745,-0.0679235839662814,-46.9267584080592,0.0749262957530933,0.100114091829038,0.102771395752163,0.100055134785489,0.0990362666377473,0.102434915223435,0.0995975222944663,0.101031424028755,0.0260111221456733,57.4580298688795
"32","A","1","gpm83b",80.75,7.61709298151993,0.0221803949472492,4.18032978686558,0.123666742302462,10.8028594266101,0.0288712682905193,70.2074506258691,6.05078431368347,-22.8635861577348,-3.00873281998262,-11.5590987910686,-1.42143071376594,-12.201918900331,-12.9451657122699,-0.057926423209213,6925.42960014242,0.409061087888728,0.498461384707105,0.554106399348179,0.536491971447711,0.512491032228282,0.525346330652179,0.591206433716493,0.555461789851317,0.13198720203536,1163.28611449834,4.86247618662372,-0.398624691467042,-0.0259804641038767,-0.0525702829302733,-0.215154681288434,-0.238700153926934,0.341928785279201,0.0545202825545884,-0.0805342494542374,26.5611346425175,0.076841442727127,0.102172624642409,0.104895319562148,0.102119302870675,0.101073917065704,0.104526819668272,0.101657026962043,0.103111271745023,0.0264252683409242,225.577503038044
