"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__Low.Water1","m__est__mean.QTL.add","m__est__Low.Water1:mean.QTL.add","m__se__(Intercept)","m__se__Low.Water1","m__se__mean.QTL.add","m__se__Low.Water1:mean.QTL.add","v__est__(Intercept)","v__est__Low.Water1","v__est__var.QTL.add","v__est__Low.Water1:var.QTL.add","v__se__(Intercept)","v__se__Low.Water1","v__se__var.QTL.add","v__se__Low.Water1:var.QTL.add"
"32","A","1","gpm83b",80.75,0,1,0,1,0,1,60.9677571694577,4.52166607390344,0.0744648759655509,-0.245182767808308,0.320188426769761,0.427071194067999,0.2597702012571,0.343632961284254,5.37704334429843,-0.240727242615035,-0.0408594159961958,-0.0170842970387006,0.0441043359357763,0.0622339330706405,0.0367146283040953,0.0515777635694297
"33","A","1","gpm767",80.94,0,1,0,1,0,1,60.9677784555238,4.52162750367039,0.0744362052734345,-0.245133532117035,0.320185564975272,0.42706679389982,0.259765141328099,0.343626177242937,5.37704675608938,-0.240730730913497,-0.0408649852055374,-0.017079664054248,0.0441048816649125,0.0622346517305284,0.0367148389207292,0.0515780134744143
"34","A","1","bnlg1014",81.12,0,1,0,1,0,1,60.9677773820454,4.5215563401087,0.0744380606068319,-0.245038093742942,0.320183038100335,0.427063568337654,0.259762543190394,0.343622606165221,5.37704310220713,-0.240729427072121,-0.0408599300196833,-0.017081412927982,0.04410378541799,0.0622331053337018,0.0367137442903439,0.0515764652136173
"35","A","1","umc1363a",82.02,0,1,0,1,0,1,60.8952690465275,4.35404772854402,0.169248051527813,-0.0199823060586455,0.317411787842703,0.426056057612715,0.261584816304632,0.344808467082428,5.34053421884231,-0.220028261129787,0.0102412077661997,-0.0436882969511127,0.0420073845427798,0.059393069596855,0.0343965846138875,0.0482729792527785
"36","A","1","gst12",83.52,0,1,0,1,0,1,60.6976574017294,4.40482300457732,0.473876169483409,-0.101202791409736,0.316836826646312,0.420745625392772,0.26214002091806,0.348930186788955,5.38347404695563,-0.267816651835633,-0.0547488392506628,0.0242917772260044,0.0412232099660184,0.0582686714896051,0.0353289743655665,0.0496787741392297
"37","A","1","umc1269",84.62,0,1,0,1,0,1,60.70487700971,4.3882703586424,0.465117127195501,-0.0754645691158874,0.316331222275686,0.419836101580946,0.262743349664309,0.350083729546453,5.38183072774329,-0.268125555997057,-0.0523201036696948,0.0243875265190968,0.0414641691606785,0.0585757294085383,0.0356225882432813,0.0501519212833063
"38","A","1","umc2012",85.72,0,1,0,1,0,1,60.7125890825689,4.37324203426413,0.455613679545963,-0.0515234659006676,0.315693520086488,0.418630046520047,0.263050091624217,0.350588796569742,5.38017556872907,-0.268545374372054,-0.0498668484630798,0.0246823482302912,0.0418679654627343,0.0590937213313602,0.0360325678830001,0.0507462915830564
"39","A","1","umc1977",87.52,0,1,0,1,0,1,60.9438963794936,4.22596574028447,0.123133165630365,0.181855489640626,0.307530966599279,0.407134771770224,0.268815988668202,0.357870241380352,5.36547729443317,-0.269660941665127,-0.0278068775589264,0.0264697308955942,0.0418297689590318,0.0589433046944537,0.0372606257015261,0.0523729382513415
"40","A","1","IDP553",88.91,0,1,0,1,0,1,61.173801701981,4.06863178877618,-0.23128686309125,0.412589651439836,0.306449431750381,0.408554441884412,0.270624174792328,0.357704433101989,5.33615562282051,-0.241901885346386,0.0179609667289581,-0.0164294734444495,0.0401528228606543,0.0566444890494328,0.0350332809526659,0.049206847271285
"41","A","1","IDP4043",89.33,0,1,0,1,0,1,61.1588197720533,4.10567882776823,-0.204240668405291,0.350372371441611,0.307765998821311,0.410745574304715,0.272227123174044,0.359160087661165,5.32873139785008,-0.233036385330981,0.028396820132543,-0.0289109861487018,0.0405541081121382,0.0571557562506043,0.0352029405487287,0.0494306142915918
"42","A","1","php20603",90.02,0,1,0,1,0,1,61.0428990102956,4.18163250959757,-0.0325144371293781,0.242450484913682,0.309201685119143,0.411266847997093,0.273666308117271,0.362359859844767,5.34399858343789,-0.24737387203921,0.0065717576123793,-0.00867500835970901,0.0442180971058851,0.0623006287554614,0.0389666237581501,0.0547731188851832
"43","A","1","sgb101",90.74,0,1,0,1,0,1,61.0414618554935,4.25103138278638,-0.0290518591899647,0.131731716405545,0.315264277837447,0.416607450387819,0.268677125016689,0.357655003081006,5.36057601934176,-0.279273525447004,-0.0179841958605269,0.0379775182598823,0.0448815234254111,0.0632525042688345,0.0386938360106709,0.0543293607768266
"44","A","1","IDP1437",91.9,0,1,0,1,0,1,60.6638027808474,4.44475592510879,0.422129365518933,-0.125004749144992,0.346327456878816,0.45824533099469,0.251272359668073,0.33415776233183,5.4303369075902,-0.278328168418963,-0.103878858252091,0.0347885105272485,0.0430967808312981,0.0608209823030884,0.0331086728465064,0.0465566970218202
"45","A","1","IDP847",93.03,0,1,0,1,0,1,60.5265435837207,4.5753475512972,0.569443356834971,-0.271670917432228,0.352955650449274,0.466346396285928,0.2532635113605,0.336709971287907,5.43977309777341,-0.282121319896538,-0.113964846693213,0.0396928012785013,0.0437815335559847,0.0617364186030834,0.0333738863353944,0.0469151952088783
"46","A","1","gpm125",96.14,0,1,0,1,0,1,60.5281655721722,4.57576755142307,0.567517327611968,-0.272091628882747,0.353001318362214,0.466407534504102,0.253291516521902,0.33674778375195,5.4398529144555,-0.282110306477874,-0.114035339715748,0.0396706585984027,0.0437546775717363,0.0616983169253109,0.0333538778958925,0.0468871885540456
"47","A","1","lls1",97.12,0,1,0,1,0,1,60.4139525800301,4.69218076967594,0.684123456258138,-0.396156300116946,0.355343917653287,0.469043786686823,0.25030496107391,0.33302673909072,5.44585126037251,-0.285522975157972,-0.12021434723375,0.0440330494065725,0.0441612349729803,0.0622599098425885,0.0331380934085287,0.0466221512884943
"48","A","1","php20689",99.42,0,1,0,1,0,1,60.4138700049445,4.69237233443239,0.684214395830151,-0.396398074961959,0.355368405277247,0.469090750746707,0.250332869794934,0.33307458221392,5.44589187562431,-0.285516933416852,-0.120264646029874,0.0440367441604995,0.0441634218478824,0.0622652630631164,0.0331417423818442,0.0466289586697861
"49","A","1","umc1685",101.32,-3.15990824240181e-12,1,-3.15990824240181e-12,1,0,1,60.3940136491726,4.6268195727481,0.714354837671481,-0.327568205158924,0.354134925551661,0.468006874894508,0.252361774651472,0.335591125482525,5.44186257006859,-0.280224864007451,-0.11663848380007,0.0376131382665372,0.0467900969944544,0.0659685110734856,0.035454976833486,0.0498655005195023
"50","A","1","gpm557b",106.62,0,1,0,1,0,1,60.2537299703015,4.44841790883469,0.86911299333904,-0.129579418982499,0.355224522194288,0.47101351835965,0.250211170687493,0.332476395825918,5.44855216543803,-0.268203837536302,-0.126212756241811,0.0216907192946718,0.0480895702576182,0.0678624252288416,0.0361979177470183,0.0509157535513355
"51","A","1","umc1160",106.63,0,1,0,1,0,1,60.2537323443379,4.44842268443168,0.869111878039577,-0.129584919154526,0.355224261283403,0.471013215224551,0.25021130111297,0.332476559365776,5.44855170379962,-0.268203414294907,-0.126212388309002,0.0216902630030518,0.0480895766012067,0.0678624345814828,0.0361979605591063,0.0509158128847332
"52","A","1","gpm584",107.6,0,1,0,1,0,1,60.5168846824848,4.67939942842385,0.691754317592412,-0.458182481444798,0.336925539260641,0.445160781060132,0.258762798670158,0.345222312271478,5.45228011340842,-0.270064890754538,-0.159821668521295,0.0295273897837854,0.0425728469977655,0.0598455583771185,0.0359075687992076,0.0506363420552606
"53","A","1","gpm346b",108.13,0,1,0,1,0,1,61.0608957621688,4.57324699883199,-0.0533539650692622,-0.318949782749529,0.331028244397911,0.436009169296721,0.254697141572785,0.340040754887803,5.43086491942978,-0.282372791178952,-0.121522920269033,0.0435455075890266,0.0447205514351199,0.0628377246380779,0.0370263603001768,0.0521876748623248
"54","A","1","gpm33e",108.55,0,1,0,1,0,1,61.0711386131002,4.57185065201253,-0.0680175581491521,-0.319322321609591,0.329480270022443,0.43390233716045,0.254147878740495,0.339308213375293,5.4277758202972,-0.282510463918364,-0.117500258609235,0.0437466266122094,0.0438900281732797,0.0616647485492774,0.0363598165540423,0.0512441415938601
"55","A","1","umc2224",109.23,-3.15990824240181e-12,1,0,1,0,1,61.0939989688239,4.60914313055903,-0.101657773491963,-0.373946289174954,0.321030893129186,0.426038763343933,0.259420670454235,0.344260719781618,5.38806032030414,-0.253733891587303,-0.0578711748839006,-0.00057328418270884,0.0426060966582661,0.0599677377048426,0.0357063026970221,0.0502622239247747
"56","A","1","gpm556",110.49,0,1,0,1,0,1,61.0756930531024,4.60365496587026,-0.0753733065484816,-0.363997994724276,0.322305070065856,0.42765954157177,0.260155014077704,0.345255312073121,5.38942606448058,-0.254106922638344,-0.05947972934816,0.000258467806421907,0.0434193449237187,0.0611061639695301,0.0363768970330674,0.0512012987723156
"57","A","1","npi579b",110.53,0,1,0,1,0,1,61.0763828177153,4.6052832412193,-0.0763493843737778,-0.366410767046481,0.32235745052922,0.427714616230124,0.260187338496323,0.345321863736995,5.38976292042306,-0.254261795931775,-0.0600022452772089,0.000464067189153834,0.0433820951252218,0.0610537020938213,0.0363556166582149,0.0511740353170272
"58","A","1","IDP3917",115.28,0,1,0,1,0,1,60.8753160886686,4.72621169389637,0.194169426418026,-0.515911976040863,0.336544120696827,0.443095220191828,0.253870615582712,0.338765322364237,5.44385929523678,-0.277682069894123,-0.138046151512398,0.0349788614926979,0.0437616766201579,0.0613905865958141,0.0357911241308785,0.0505186878769947
"59","A","1","gpm199c",115.57,0,1,0,1,0,1,60.9311596424114,4.95691280555104,0.111728299290958,-0.761380376650333,0.35221521908101,0.463271756348013,0.251871155470996,0.335681597339152,5.48037912390842,-0.288452204897458,-0.179936929053774,0.0473169947916064,0.0452922138780713,0.0636316194811548,0.035689261798259,0.0503191830149757
"60","A","1","IDP1425",118.03,0,1,0,1,0,1,60.9035171247644,4.98893501055348,0.144283287340054,-0.79271887756013,0.354013613816627,0.465729126863506,0.251747344968344,0.335400344970119,5.48395957487716,-0.287933488742561,-0.183480065903213,0.0464665654599413,0.0449291263629956,0.0631293569216168,0.0352346725366851,0.0496709788785186
"61","A","1","mmp68",121.93,0,1,0,1,0,1,60.7327254336123,4.98283301687037,0.358747310805022,-0.80620161726281,0.346932134193201,0.456690632120209,0.249598409064721,0.332239954531049,5.46798854719739,-0.274480189798198,-0.1649883432856,0.0274677379484382,0.0422340598750192,0.0591920145325429,0.0333001238670608,0.0469728058545878
"62","A","1","umc2225",123.03,0,1,0,1,0,1,60.6381594329322,5.07933910152653,0.498767170588624,-0.965010664277262,0.343816744851477,0.454037403344767,0.248528132754274,0.330627313007276,5.47963933871266,-0.266666630458003,-0.194403265980807,0.0192759470008553,0.0412676596389533,0.05794051938426,0.0333010141999118,0.0469432543920817
"63","A","1","csu1171",125.63,0,1,0,1,0,1,60.832319436477,5.03597675733932,0.235970225709201,-0.876685725532587,0.341673725694855,0.451891563938209,0.252736500616649,0.3354976735722,5.43680234631124,-0.254997889782457,-0.11856949446884,-0.00287335203629941,0.0434366181640006,0.0609177753138632,0.0343575565890396,0.0484516741212422
"64","A","1","mmp171b",130.13,0,1,0,1,0,1,60.7287273658491,4.89567721123108,0.326222638904197,-0.623429719413679,0.356985827364478,0.473446528650692,0.251855356417805,0.333853603585885,5.44198617413194,-0.234793045290304,-0.111495837659719,-0.0274826630017064,0.0469581238923727,0.0657376104871202,0.0351050722145592,0.0494815777681379
"65","A","1","gpm403b",131.93,0,1,0,1,0,1,60.921857665359,5.00990178864452,0.106237556347956,-0.727317742635499,0.366317277824042,0.484222402202214,0.251398898347242,0.333161681505744,5.45758836913217,-0.247461703303768,-0.124408577293532,-0.0138154110178953,0.0484784530032114,0.0678207662881834,0.035400067535505,0.0498708788773544
"66","A","1","umc1568",140.13,0,1,0,1,0,1,61.0260744832412,4.90023248816605,-0.00448283533035867,-0.567718769951403,0.377795921676436,0.503156672583462,0.252902096370577,0.335041568256321,5.452662064747,-0.211675013829243,-0.109346878041193,-0.0543021759183956,0.0543080081665819,0.0759567575348479,0.0382611812303271,0.0538578169979047
"67","A","1","IDP3783",140.14,0,1,0,1,0,1,61.0260527740278,4.9002668811008,-0.00446153277827144,-0.567747893726492,0.377796605311129,0.503157599858451,0.252900194150883,0.3350389207982,5.45266555003799,-0.211675015409929,-0.10934987512009,-0.0543020105944313,0.0543075254747244,0.0759560832513147,0.0382605456434055,0.0538568987505435
"68","A","1","bnlg1429",141.83,0,1,0,1,0,1,61.0194187054094,4.90615427184106,0.00204912897217363,-0.572771230747602,0.377901194986609,0.503305381373662,0.252624934107893,0.334653847143375,5.45316473257531,-0.211607694439955,-0.109771298999527,-0.0543335165676496,0.0542672964343895,0.0758998709354431,0.0381888748232055,0.0537522097060594
"69","A","1","IDP209",144.3,0,1,0,1,0,1,61.019579423647,4.9062388779367,0.00189479893940106,-0.572840477597944,0.377922101749458,0.50333245331918,0.25264092967368,0.334675565184409,5.45319472988497,-0.211611668821948,-0.109801050654718,-0.0543301774362835,0.0542687726833167,0.0759019767439088,0.0381906022479408,0.0537547675668291
"70","A","1","php20640",145.23,0,1,0,1,0,1,61.1943675140303,4.85005632680758,-0.177634196046301,-0.54443114187015,0.368589681087879,0.48942599234217,0.251840972003468,0.333433656507636,5.43909559025406,-0.221402245392087,-0.0983381458399413,-0.0456074698686043,0.0485978117180935,0.0679028145179971,0.0348390611030627,0.0490665680671701
"71","A","1","lim504",149.93,0,1,0,1,0,1,61.232103620056,4.750846085025,-0.214858948474249,-0.43391074540875,0.364050862543654,0.484869948521284,0.2523017367431,0.334262437955321,5.40691000373786,-0.211585255734035,-0.0619158408968752,-0.0522224584235522,0.0501058180434335,0.0700825098510495,0.0358045684692739,0.0504166012710686
"72","A","1","gpm283b",151.4,0,1,0,1,0,1,60.7454510716459,4.55766462926442,0.266647830770814,-0.206005284832741,0.376046136731857,0.497093706780004,0.255288335614029,0.338616194295121,5.40784217116257,-0.243470839066535,-0.0594698021415078,-0.0114052487908355,0.0468249925681618,0.0654471254321854,0.0326756589078727,0.0459855559179459
"73","A","1","IDP343",152.71,0,1,0,1,0,1,60.6780319922034,4.55023308838576,0.326639197912535,-0.194085018289716,0.379800266129626,0.502057792002255,0.253665424125481,0.33633578775048,5.41946611252773,-0.243740159277556,-0.07046925343251,-0.0112356625586339,0.0467823672622148,0.0653902265863568,0.0322664929776285,0.0453906166377777
"74","A","1","IDP622",152.96,0,1,0,1,0,1,60.6780386735487,4.55017315206482,0.326635651467048,-0.194028606895706,0.379799332868743,0.50205630588003,0.253667710738993,0.336338892624706,5.419460422757,-0.2437423973619,-0.0704640604869518,-0.0112333142453695,0.0467825994806052,0.0653905493714943,0.0322669403947636,0.0453912564617961
"75","A","1","IDP3970",156.2,0,1,0,1,0,1,60.6080619243018,4.81405969281011,0.401780540919203,-0.458924663850208,0.382483590187059,0.507470193913187,0.25748277217623,0.341261599936637,5.44071201189555,-0.217612273720192,-0.0945199701071343,-0.0429005825057604,0.0464606342921014,0.064811148089761,0.0326494443097777,0.0459497929796188
"76","A","1","umc1976",158.93,0,1,0,1,0,1,60.7578404292713,4.80795720467324,0.26493477775376,-0.474572277576833,0.371161980753013,0.492405382755019,0.256643541096229,0.340188042230688,5.41507254743589,-0.217573184883929,-0.0696340612415332,-0.0433668767720242,0.0471352384835313,0.0657445301182557,0.0336928251039165,0.0474493620884217
"77","A","1","gpm667",162.62,0,1,0,1,0,1,60.5350424790725,5.14026012847397,0.457765165365192,-0.762112308437048,0.382215280973549,0.5055418619088,0.256088363263908,0.339419368413772,5.41092479243561,-0.226893781419098,-0.0615469455040378,-0.0294971768379763,0.0495476982100698,0.0690201315635985,0.0341245478194042,0.0479833864529576
"78","A","1","gpm774d",162.74,0,1,0,1,0,1,60.5271273822854,5.15111543560312,0.464787709094567,-0.771719387027118,0.382299368843377,0.505617745937126,0.256008012292249,0.339314134411947,5.4107600623987,-0.227205369734639,-0.0613564831823365,-0.029104130556479,0.0496317644832342,0.0691366691252705,0.0341605986458293,0.0480333833881234
"79","A","1","umc2226",164.13,0,1,0,1,0,1,60.7517655812591,4.57405481345687,0.258904090041089,-0.221819602805834,0.374668961306167,0.502672191536318,0.254989823774863,0.338572893509549,5.39524468636542,-0.192724865847292,-0.0463226466535403,-0.0631049534462275,0.0469556728607433,0.0659209150341019,0.0326553355598163,0.0459498919196987
"80","A","1","mmp135",164.33,0,1,0,1,0,1,60.7592598443004,4.57403890115304,0.25392093684412,-0.223901890998601,0.371802552425119,0.498679739721824,0.252852828198696,0.335738083144989,5.39703913404467,-0.19546228254947,-0.0485871264377228,-0.0609915908643367,0.0465728545909409,0.065391747778745,0.0324069229974039,0.0456060192262882
