"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__BreedTypeInbred","m__est__mean.QTL.add","m__se__(Intercept)","m__se__BreedTypeInbred","m__se__mean.QTL.add","v__est__(Intercept)","v__est__BreedTypeInbred","v__est__var.QTL.add","v__se__(Intercept)","v__se__BreedTypeInbred","v__se__var.QTL.add"
"21","A","1","mmp49",56.12,1.26200066043975,0.261272732355058,0.0734877383093323,0.78632472026189,1.35919132466277,0.506821878117885,5513.87018585885,-383.126257458308,-179.977740794323,322.15001972968,318.468911628715,74.0114281750524,15.7436594168079,-1.38464419196021,0.0427246763740484,0.559871941577167,0.544346886250867,0.216910817015786
"22","A","1","cdo1081a",57.82,1.45910232870702,0.227073003646841,0.0146546561575524,0.903646349219399,1.48546098846409,0.475812935693931,5555.33619595666,-409.247249680412,-192.599922670428,324.070611369097,319.160543277434,73.659244866983,15.7767764697497,-1.39821958658733,0.0190714920301005,0.567425498222086,0.547488383844848,0.217823239554726
"23","A","1","asg31",65.22,0.952221984415307,0.329154354497877,0.0260618319102036,0.871749405262952,0.967756858402458,0.616388132155112,5520.3113374365,-417.062992496508,-155.259296992801,323.235247726757,318.812329900413,73.7420818053954,15.8343328639161,-1.40514082437463,-0.0256597018850718,0.557763119641314,0.545350712582185,0.216317091474163
"24","A","1","npi415",66.02,0.927405388687036,0.335538042002307,0.0194874811391313,0.888977961843431,0.938778053579235,0.625384244601817,5514.64283240943,-413.185628592184,-153.616871746625,322.91874863727,318.672135150555,73.9512162424741,15.8288911817382,-1.40240039679562,-0.0222037455404536,0.557573240160262,0.545598536550985,0.217146019810846
"25","A","1","ufg31",71.62,0.849997380567582,0.356553078792952,0.00730569265115202,0.931885085768639,0.866805314418588,0.648299396816705,5476.77150257042,-386.900412929213,-147.894350664971,319.641441044298,317.369782112948,74.3372179412691,15.7762937023623,-1.37971147322952,0.0134752455865373,0.560237692916377,0.555183728878905,0.220809429421122
"26","A","1","gpm330",71.91,0.850643695102651,0.356370303322737,0.00744830985296797,0.93122508377002,0.867714466635288,0.648004762371818,5476.7870377943,-386.862449522154,-147.980506499374,319.638936038101,317.367772714558,74.351055904844,15.7761216992448,-1.37966320997321,0.0136063350319862,0.560121712946646,0.555061798242089,0.220794655846804
"27","A","1","ufg33",72.02,0.905898015991237,0.341205143544339,0.0482633728801686,0.826113166215103,0.982409736376748,0.611888704629286,5471.94355077854,-380.658714184513,-154.486454155793,318.778719658736,316.894710209184,75.1231103472577,15.74669245266,-1.36891192072539,0.0350300140572478,0.557423326137593,0.552678014876423,0.220936833309538
"28","A","1","ufg32",72.82,1.05795891791358,0.303681170456361,0.0726722876989943,0.787484942196857,1.17028175853358,0.557027382675009,5481.9824342205,-383.11831744034,-167.275879705048,318.629657883647,316.998613421764,75.180129415635,15.7373706541948,-1.36835626565755,0.0430911521204114,0.556641651193606,0.5525882954402,0.220634440934087
"29","A","1","ufg34",74.42,1.06001096498763,0.303212684107517,0.0733891957122854,0.786464558303583,1.17348337447716,0.556136402134962,5482.05003083959,-383.052253835769,-167.499305272452,318.62128857865,316.993940669411,75.2049518959483,15.7370936051065,-1.36829101382314,0.0433151378238272,0.556657623774642,0.552605556742297,0.220710095764482
"30","A","1","AY108650",77.57,1.0302483944671,0.31010033409939,0.0424823376872102,0.836703082130784,1.1057120321573,0.575304383247095,5485.89328721079,-387.295724608664,-165.24683121495,319.225338660648,317.287643816598,75.2600132036915,15.7512809216012,-1.37366474589263,0.0329608122368276,0.555174881198086,0.550423640268747,0.220357094718128
"31","A","1","gpm495",80.45,0.944698459784473,0.331072440084231,0.135288924628319,0.713010118752249,1.1336445516902,0.567325380891552,5464.33530520435,-374.947180529447,-159.490416706783,317.834321672296,316.43061419061,75.8577184426784,15.7139177789157,-1.35532243186795,0.0589791672588696,0.55700460443817,0.55303957790362,0.221208447001985
"32","A","1","gpm83b",80.75,0.951705064062283,0.329285667369546,0.13736541298118,0.710914324025061,1.14257343589052,0.56479823492247,5464.64846371841,-374.970965429987,-159.973922470143,317.804123651984,316.424182829112,75.8109925137824,15.713306866049,-1.35516393162459,0.0594432012512815,0.556035082180555,0.552154628437424,0.220711536647383
"33","A","1","gpm767",80.94,0.956217175913313,0.328141801375842,0.13894656289994,0.709330525184934,1.1485892451397,0.563101928143131,5464.80857888391,-374.946445143882,-160.290837697088,317.781722712515,316.419175901303,75.7835199477794,15.712869840139,-1.35505417585986,0.0597853947620743,0.555592567207778,0.551771511507491,0.220476976524421
"34","A","1","bnlg1014",81.12,0.964326242785998,0.326099285629998,0.165267437386086,0.684352499115913,1.18826444900733,0.552041406080038,5462.57911908133,-372.849696903672,-161.148890683573,317.503551659066,316.267373243576,75.8582204144931,15.7053735289946,-1.35193078599164,0.0652530671626059,0.558905358716855,0.555307719149972,0.221751614724968
"35","A","1","umc1363a",82.02,0.33812995655489,0.560910640410975,5.34866459774954,0.0207381481157301,5.78498471852344,0.0554378691956105,5235.07904083575,-182.845577312237,-98.5597944163876,298.816512311114,301.139606493865,78.7033404169514,15.3190311912408,-1.2720126112477,0.360766216750714,0.485870570131044,0.482394443871716,0.192201726958633
"36","A","1","gst12",83.52,0.30973483251423,0.577842948285755,5.98877918199621,0.0143971630839666,6.37207669655295,0.0413353030693732,5220.93860084136,-174.138437040574,-97.1664284409816,297.681454731729,300.138462909529,81.0959225807807,15.2902515653637,-1.25575035663186,0.385876444316941,0.483704610309896,0.480471725518618,0.193024736612764
"37","A","1","umc1269",84.62,0.274396499181024,0.600397694865362,5.79276982669558,0.016092215224301,6.12058839163887,0.0468739030849655,5218.87075971278,-177.365129135346,-91.8255877781743,297.916985787458,300.318781947281,81.4641011292037,15.2945659827962,-1.25065592566016,0.381358398738062,0.486672343366714,0.48338892832894,0.194505332976538
"38","A","1","umc2012",85.72,0.227267399174374,0.633557455166457,5.5327040678452,0.0186642388409756,5.80811252489292,0.0548004834796104,5216.46073813911,-182.09699120059,-83.7242918966902,298.289825177796,300.626584459846,81.6530689780124,15.3029547028373,-1.24546315729392,0.372821092520741,0.480168033171176,0.477067052487654,0.19195868719343
"39","A","1","umc1977",87.52,0.0901937264985291,0.763931016843813,6.40846781386313,0.0113577380523235,6.57428370021891,0.0373604787905978,5172.06907841521,-160.717873083733,-54.7810141154206,290.990901221373,294.366408424324,84.8089678435521,15.2708298880221,-1.21417784693844,0.39793803557343,0.495407063362254,0.498042185831986,0.202093000848585
"40","A","1","IDP553",88.91,0.086174290277088,0.769098288665199,6.34336691090899,0.0117821029726839,6.50543584370874,0.0386689656496699,5172.07250249232,-161.392925897548,-53.5879835652534,291.101928002879,294.42477593729,84.8734296167487,15.2727517369262,-1.21499756248132,0.396051621450796,0.502587133839271,0.505000737263254,0.205298882819099
"41","A","1","IDP4043",89.33,0.0875235229512441,0.767349411887296,6.34728956208778,0.0117560778798676,6.51067148874807,0.0385678695441451,5172.34392105669,-161.384496755525,-54.0131553040809,291.103810151693,294.427185239235,84.8845987710551,15.2726721216921,-1.21500482706662,0.396169491958916,0.499275988560014,0.501682313707123,0.203942016771022
"42","A","1","php20603",90.02,0.147816931677294,0.700630367166927,6.54413395917685,0.0105230540264459,6.75601776530811,0.0341153147485126,5212.63655499265,-191.853997065741,-70.44662336537,289.091070727731,292.192586263154,85.3106358952708,15.2397975315981,-1.19156609764289,0.406203713356,0.479612559321882,0.480347076076376,0.196159713554911
"43","A","1","sgb101",90.74,0.0913272227100506,0.762496599182953,5.79676871362274,0.0160556546456646,5.92502367165155,0.0516889198943784,5283.64615505613,-277.711046469246,-53.8361846524255,289.283822635127,291.355716290972,83.1777580063694,15.2168206000612,-1.15457940207416,0.38351541522052,0.535371600671738,0.529318407994881,0.215544177336553
"44","A","1","IDP1437",91.9,0.464404614221279,0.495572633252567,3.32047685840043,0.0684219802433048,3.82642906371292,0.147605141729549,5445.98246060005,-380.142696495199,-110.484592084366,295.141519366763,293.564155520423,75.6530031051721,15.2310626392282,-1.12196001661839,0.29905799883959,0.524569173780173,0.499613364565649,0.199462433391108
"45","A","1","IDP847",93.03,0.461793383055433,0.496787023836405,2.8701546469916,0.0902361987161596,3.34577386325558,0.187704392937511,5446.05464801959,-379.143588730256,-109.228842425068,297.064883143762,295.128116096798,75.0383476997678,15.2679587185881,-1.14033298119395,0.278063485481177,0.523581227677217,0.497800792743134,0.199026275315558
"46","A","1","gpm125",96.14,0.46201233971341,0.496685002274659,2.86751958969359,0.0903840711370872,3.34304606510037,0.187960577451098,5446.09227865355,-379.147545602332,-109.251791945007,297.084059934481,295.143325567554,75.0364685676658,15.2681785263272,-1.14045393988623,0.277944604150941,0.523658885154845,0.497861555943221,0.199051394494958
"47","A","1","lls1",97.12,0.465165887293365,0.495219533364057,2.66605645786896,0.10250973878794,3.14402043053946,0.207627386824823,5446.21333192482,-378.633908267501,-108.755113329106,297.892525220847,295.908386024362,74.4407616396238,15.2858611545156,-1.14915924015192,0.268036912504465,0.525152117631243,0.499615927711513,0.198873085800661
"48","A","1","php20689",99.42,0.46590143881861,0.49487876574705,2.66483487099962,0.102588471524651,3.1430591171816,0.207727208303038,5446.32453372074,-378.646163959182,-108.858991850424,297.89094947779,295.902722023388,74.4531422802331,15.2857983728389,-1.14909889609592,0.268064204569924,0.525160086946624,0.499609322222959,0.198906091414647
"49","A","1","umc1685",101.32,0.470433817932043,0.492787659699579,2.70629190725934,0.0999530825012501,3.19063217513435,0.202844401774775,5447.9536532056,-379.834033871757,-109.473225400497,297.074965420201,295.317100263484,74.5126628158304,15.2850643308539,-1.15015125631702,0.269996253488953,0.521580385587865,0.497456635261427,0.198535962287523
"50","A","1","gpm557b",106.62,0.397018980660859,0.528632808955773,2.25126382568674,0.133505327212857,2.65728750438414,0.264836201356521,5427.9161315518,-364.967292586576,-100.194224122762,299.236923502832,297.502782753455,74.2542331191205,15.3435772741741,-1.18905611235785,0.245007630373182,0.529455660877559,0.505957039634134,0.202983468384935
"51","A","1","umc1160",106.63,0.39703040553603,0.52862687779149,2.25114319110549,0.133515734364385,2.65718435554066,0.26484986048269,5427.91827093937,-364.967937741017,-100.195795428949,299.237432860422,297.503214319523,74.2543221466092,15.3435855187162,-1.18905804562748,0.24500309413116,0.52947176116935,0.505972431227551,0.202989776882063
"52","A","1","gpm584",107.6,0.577280724067525,0.447380168525979,0.58789809333478,0.443233065914443,1.17129608681966,0.556744949985745,5467.78315056257,-399.840518431711,-121.95290000715,324.930653629413,318.200584047767,74.9232728570147,15.9671349713244,-1.44848168556884,-0.128648344149999,0.548079484074679,0.534925024410975,0.216253683522763
"53","A","1","gpm346b",108.13,0.565189155673264,0.452176976003356,1.19631124495805,0.274060189978886,1.74769455869168,0.417342822200787,5443.96980508108,-378.539808320773,-118.166136079696,322.876649706369,315.91094445065,73.3970712169698,16.0140328079454,-1.46115502501944,-0.173793450883776,0.536592596713374,0.527190735700975,0.209637796478213
"54","A","1","gpm33e",108.55,0.563859510118318,0.452709353670741,1.17677204226267,0.278014124619535,1.72639656321526,0.42181085277094,5443.65863885123,-378.705856021955,-117.873254296344,322.791977896393,315.901055909668,73.3016995374206,16.0119912866044,-1.46030126120756,-0.172392623478781,0.537601118499001,0.528315218278203,0.209840143245252
"55","A","1","umc2224",109.23,0.512912726221002,0.473880670429989,0.22679763234453,0.633908569829484,0.719064576881964,0.698002713674865,5444.47565653689,-384.502192943517,-114.029305064346,320.45796713565,315.390093528365,74.3351738821307,15.8800364996511,-1.39429588131031,-0.0801591953970031,0.55525205625698,0.545427283120969,0.217502413717939
"56","A","1","gpm556",110.49,0.504702299351999,0.477441227371227,0.243364019140438,0.621786930857984,0.72541613834887,0.695789526263955,5444.11237305158,-384.236309918667,-113.443649506594,320.720370585285,315.410703434819,74.5503092888609,15.8844929030394,-1.39592042172683,-0.0831587336599167,0.554539381021828,0.543779852690793,0.217586206577615
"57","A","1","npi579b",110.53,0.506103522745563,0.476830493683305,0.248291508499097,0.618280656210652,0.731553158865716,0.693657761308909,5444.24629003451,-384.243910625632,-113.588018378529,320.741212288063,315.416665715534,74.5417780107088,15.8856284617081,-1.39644509960037,-0.0839728650712698,0.554713122826603,0.543954360037543,0.217651826612322
"58","A","1","IDP3917",115.28,0.26413588168999,0.607292880516436,1.66638559535878,0.196743354372194,1.91538452671475,0.383777522279479,5398.97247114909,-366.321219769863,-81.6214343832241,325.100172103746,315.661875490981,74.2309661742365,16.0761740976479,-1.49364718961734,-0.209162651002836,0.544234410703066,0.526832288669463,0.211477935236307
"59","A","1","gpm199c",115.57,0.0796178977908794,0.77781589299295,1.17437335046107,0.278504453563787,1.23368029465257,0.539646951193606,5399.25681755023,-402.247882850934,-44.8115736699502,332.959977284489,323.574212208734,74.1869828849492,16.0952696775922,-1.53684929030694,-0.182741883961175,0.572560284409079,0.550783198266706,0.220538807829658
"60","A","1","IDP1425",118.03,0.0409039895184731,0.83972335999908,1.32877812965705,0.249022706134472,1.35592278170147,0.507650839848819,5383.88977499597,-397.970519807563,-32.0443489830544,333.796714203057,324.052368996193,74.0263952492493,16.1165065513709,-1.54735175025368,-0.193440763507794,0.568502249132006,0.546603265528646,0.218097265698969
"61","A","1","mmp68",121.93,0.00321202789396586,0.954804283996646,1.19264061918943,0.274797558530752,1.19873901032866,0.549157768102094,5339.77240595158,-393.279962063385,8.9133033363208,332.216704691598,323.320967218451,73.5885152985974,16.0902124407711,-1.52834955300961,-0.181733688731314,0.55149711288038,0.533055009840406,0.211513902361891
"62","A","1","umc2225",123.03,0.00159800368435915,0.968113026959637,0.977453641988619,0.322828270510873,0.977760753773851,0.613312688979089,5358.50628523396,-397.822266575124,-6.29033890391511,331.298908815719,322.981461368126,73.5277351766483,16.0613486901995,-1.51457979968887,-0.16502394003454,0.559383189651578,0.541391166243576,0.214782590272519
"63","A","1","csu1171",125.63,0.0239259141340824,0.877073567992932,0.98405206350865,0.321200460299946,1.01363655614233,0.602409231504526,5312.60561659461,-380.37086023266,24.3879634141254,331.044021016981,322.473606598299,73.7289716888457,16.0585161053663,-1.50783653105551,-0.164686138104536,0.540249315698515,0.522103688921559,0.207302587087953
"64","A","1","mmp171b",130.13,0.00888126022545223,0.924918162517672,1.36170804103765,0.243241682417429,1.37466968077125,0.502914632298875,5325.95748011165,-386.745848035393,15.1491257325178,333.139136379827,321.306176822707,75.1900581722691,16.10581641704,-1.51449329370275,-0.191001494086176,0.551466824550313,0.523000785966833,0.209109701143079
"65","A","1","gpm403b",131.93,0.113130655204438,0.736607697335706,0.506091006573961,0.476835943312527,0.628123002905333,0.730474101559532,5251.7802157219,-353.846891428672,54.3428653161218,329.29051391991,318.834101673094,75.538408026562,15.9715081800971,-1.43911397026768,-0.115807466281549,0.546733781528904,0.517288592552677,0.207908726954085
"66","A","1","umc1568",140.13,0.0010193961354661,0.974529482342231,0.402973320546793,0.525557691626721,0.404701046707914,0.816808567278575,5320.94565524296,-370.641690146156,5.1733986376322,330.299885339503,317.914163967668,75.8157095790113,15.9521161799659,-1.42506459574042,-0.102837023461994,0.587152535934498,0.545036211595683,0.219638690033406
"67","A","1","IDP3783",140.14,0.00102033073599711,0.974517813073823,0.402941782195633,0.525573895479193,0.404670507248975,0.816821039819652,5320.94172627173,-370.640353776513,5.17575831996573,330.299798870613,317.914221509137,75.8155171403568,15.9521096096689,-1.42506224133158,-0.102832591281387,0.587177209587773,0.545059213894561,0.219647531734157
"68","A","1","bnlg1429",141.83,0.001076257706889,0.973829000923043,0.403406190085937,0.525335380691817,0.405194906167896,0.816606897859715,5320.72917920709,-370.582120611332,5.31534522282827,330.297010584721,317.912947088504,75.8086787494663,15.952200605589,-1.4250899893699,-0.102888346779746,0.589396576676496,0.547128880665393,0.220465059449104
"69","A","1","IDP209",144.3,0.00109233821943965,0.973634284238113,0.402113545704267,0.525999747649529,0.403918857103918,0.817128079339146,5320.65022917803,-370.5458227508,5.35557105162474,330.287255505605,317.915031464142,75.8176757310168,15.9519130711257,-1.4249750910034,-0.102726522499661,0.590545648754729,0.548215433531962,0.220944975570838
"70","A","1","php20640",145.23,0.00208461278287102,0.963583190742382,0.194558578287625,0.659149327861341,0.197325815744629,0.906048078226186,5313.81278430687,-365.429605983709,7.32437711211987,327.116787153907,317.845926510335,75.0967747305322,15.8972568007946,-1.40333418702886,-0.0714620074793631,0.568221074062678,0.537936667776711,0.215526991637176
"71","A","1","lim504",149.93,0.00316988231581409,0.955101458263692,0.161082981951932,0.688161392812396,0.165012810246308,0.920805539965032,5309.88908131606,-363.169874525217,9.02070981397465,326.671864473242,317.657762278606,74.9825525360165,15.8859886191784,-1.39843515255962,-0.0650077515269255,0.568792269381663,0.538939615784368,0.215652423496443
"72","A","1","gpm283b",151.4,0.00361184349614729,0.952077093231657,0.219552724590483,0.639380931290415,0.224154820760258,0.893975051873183,5311.30375736633,-365.576535115425,9.70860899186961,327.583477310731,317.961290847757,75.595109412993,15.9048552186859,-1.40638531258044,-0.0759165142937375,0.568013060219741,0.536934565762495,0.216244232237499
"73","A","1","IDP343",152.71,0.00434310668720448,0.947455648440326,0.280530032912129,0.59635402470362,0.285973778632886,0.866765432708301,5312.12589833611,-367.617566723421,10.6175588574871,327.979002402673,318.210255816023,75.3507899193023,15.9220827989021,-1.413608651739,-0.0858669338393516,0.566036604915572,0.535421352410275,0.214926046825423
"74","A","1","IDP622",152.96,0.0452782473472114,0.831493214054627,0.300426523168295,0.583615152558387,0.34837848968546,0.840137890850271,5279.96094068567,-360.137341713914,34.1408646489121,326.99473138153,318.745882295568,75.024473902208,15.926232325932,-1.41858828744281,-0.0891112317366064,0.550705754701999,0.527802462247674,0.211389952409228
"75","A","1","IDP3970",156.2,0.227341146254255,0.633502375335259,0.990673462000091,0.319577830192513,1.24756877953484,0.535912493429012,5255.24239619829,-378.538697561814,76.943603476888,328.537179358338,318.322738076901,75.3769964081443,16.0324632663337,-1.46970959639618,-0.162320836036124,0.540639245574422,0.516946723956433,0.208033312787672
"76","A","1","umc1976",158.93,0.223279005909083,0.63655275832345,0.747749208409738,0.38718978165883,0.995854274145086,0.607789218590894,5250.14139157736,-370.307512861057,76.0373411834976,327.487435847471,318.036571900627,75.1645927173752,15.9970863831618,-1.45410444379976,-0.141145038303606,0.541090860946953,0.518191761888045,0.208246050957997
"77","A","1","gpm667",162.62,0.345872232232224,0.55645911181422,0.480254779785858,0.488306934516908,0.861453905065244,0.650036377331784,5213.26577209763,-354.416173068066,95.3184891198868,326.253029490415,316.999250849003,75.6447422404832,15.9506741143317,-1.42678965178195,-0.114235270544758,0.55966334577239,0.534772985237907,0.215671317633875
"78","A","1","gpm774d",162.74,0.348061875366887,0.555212311120483,0.483824345494477,0.486695132908606,0.867211293139971,0.648167812292189,5212.97576179385,-354.474349996575,95.6018375280237,326.262608856988,317.001229614255,75.6311452895051,15.9513437557709,-1.4270770702875,-0.114652955208168,0.558498568508333,0.533670838682967,0.215189428230743
"79","A","1","umc2226",164.13,0.657263211514873,0.417527798395288,2.0913057034283,0.14813941182229,2.68628546371776,0.261024049595893,5052.22113954031,-220.369132229984,129.122512371702,310.06086075982,307.316122079155,74.3183780634098,15.413740673945,-1.25212106117366,0.230229409533289,0.512204587202111,0.486325915145543,0.194739537092378
"80","A","1","mmp135",164.33,0.6298335140163,0.427416388616769,1.9368474312955,0.164011244306354,2.52442366552583,0.283027324566057,5060.00024274107,-224.921826200751,125.642710162499,310.481333593212,307.727241456541,73.8858204803207,15.4292340385416,-1.25448121904649,0.219683218148724,0.514468103384165,0.489232911375877,0.194831766780852
"81","A","1","bnlg1127",165.83,0.628784203815135,0.427801626878188,2.06037326968299,0.151173135129818,2.64481502317842,0.266492944182649,5056.73972638082,-221.026071757189,126.405383507061,310.303424429567,307.558741555224,74.3949663173361,15.4191234456111,-1.2509447780601,0.226663654209409,0.523142112176018,0.497134955494485,0.198835926834903
"82","A","1","bnlg1953",168.33,0.630437576586216,0.427194853373289,1.90382788268462,0.167650482291232,2.49387817459609,0.287383106560976,5060.37815350439,-225.459825582149,125.826281549042,310.595526892822,307.791685464866,73.9586029257735,15.4318407891131,-1.25465248643939,0.217862545132246,0.51452623612209,0.489206064044172,0.194966735155713
"83","A","1","gpm768",168.34,0.63025342345801,0.427262371759529,1.90462067723771,0.167562028870291,2.4945423710527,0.28728768298632,5060.38540657671,-225.444532919267,125.806415033269,310.592890647362,307.790328200778,73.9577712910775,15.4317673718225,-1.25463873285019,0.217914764850789,0.514534845380898,0.489215978593707,0.194968628546047
"84","A","1","gpm291",168.35,0.630120897548575,0.427310971358036,1.90905619892862,0.167068135297795,2.49891920098572,0.286659665752975,5060.38164890115,-225.421774196223,125.813387342557,310.5593999378,307.765060191619,73.9696963521488,15.4314042448812,-1.25454270627507,0.218182879231403,0.51446537088754,0.489174484199322,0.194995369965455
